Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Staryu,Arcanine,50.36,50.68,-0.32,282
Plusle,Electrike,48.25,48.58,-0.33,131
Trapinch,Flygon,49.13,49.46,-0.33,76
Ponyta,Gloom,47.68,48.02,-0.33,149
Vulpix,Porygon2,49.81,50.14,-0.34,154
Crobat,Growlithe,48.83,49.17,-0.34,426
Flaaffy,Lileep,47.91,48.25,-0.34,412
Exeggcute,Persian,46.46,46.8,-0.34,146
Sunflora,Dugtrio,46.9,47.25,-0.35,171
Magnemite,Marowak,47.21,47.56,-0.35,68
Zubat,Porygon2,52.44,52.8,-0.35,145
Cyndaquil,Natu,47.15,47.5,-0.35,76
Wartortle,Dugtrio,47.24,47.59,-0.35,160
Jolteon,Snorlax,50.93,51.28,-0.35,359
Meowth,Pupitar,41.21,41.55,-0.35,74
Camerupt,Blastoise,50.17,50.52,-0.35,373
Onix,Miltank,45.18,45.52,-0.35,162
Oddish,Porygon2,51.9,52.25,-0.35,148
Skarmory,Snorlax,48.79,49.16,-0.36,335
Psyduck,Slowbro,45.38,45.75,-0.36,166
Swampert,Sandshrew,47.41,47.77,-0.36,226
Exploud,Camerupt,50.4,50.77,-0.37,447
Marill,Exeggutor,44.41,44.78,-0.37,133
Scyther,Tropius,49.93,50.3,-0.37,272
Xatu,Noctowl,52.66,53.03,-0.37,348
Blaziken,Growlithe,51.29,51.66,-0.37,125
Raichu,Snorlax,49.27,49.64,-0.37,350
Charmeleon,Vibrava,51.24,51.61,-0.37,139
Sunflora,Electrode,48.1,48.48,-0.38,148
Blaziken,Voltorb,50.2,50.58,-0.38,228
Minun,Smeargle,48.09,48.47,-0.38,230
Minun,Croconaw,49.66,50.04,-0.38,209
Persian,Sceptile,51.93,52.31,-0.38,339
Exeggutor,Sceptile,50.57,50.95,-0.38,375
Crobat,Raichu,50.93,51.32,-0.39,355
Vaporeon,Sceptile,51.92,52.3,-0.39,325
Onix,Skarmory,46.63,47.02,-0.39,77
Chikorita,Zubat,46.16,46.55,-0.39,265
Smeargle,Golem,45.75,46.14,-0.39,80
Swampert,Cubone,49.22,49.61,-0.39,238
Flaaffy,Tentacruel,49.16,49.56,-0.4,436
Fearow,Tropius,50.9,51.3,-0.4,267
Zubat,Croconaw,48.27,48.67,-0.4,159
Croconaw,Magmar,48.38,48.78,-0.4,150
Cubone,Sandslash,46.28,46.69,-0.41,59
Torchic,Slowpoke,48.37,48.78,-0.41,279
Blissey,Snorlax,50.24,50.66,-0.41,322
Zubat,Flaaffy,50.07,50.48,-0.41,81
Sceptile,Marowak,50.07,50.47,-0.41,351
Whismur,Pidgey,48.63,49.05,-0.41,307
Grovyle,Trapinch,47.55,47.98,-0.42,218
Electabuzz,Magmar,50.85,51.27,-0.42,409
Raticate,Plusle,52.94,53.35,-0.42,163
Vibrava,Blastoise,50.9,51.31,-0.42,373
Slowpoke,Croconaw,48.11,48.53,-0.42,130
Raticate,Quilava,52.52,52.95,-0.43,159
Plusle,Magmar,49.65,50.08,-0.43,128
Plusle,Ninetales,49.08,49.51,-0.43,132
Tentacool,Ponyta,47.48,47.91,-0.43,146
Loudred,Staryu,49.97,50.4,-0.43,153
Persian,Cacturne,48.57,49.0,-0.43,453
Hoothoot,Ninetales,45.01,45.45,-0.43,132
Natu,Vigoroth,47.26,47.69,-0.43,231
Minun,Sunflora,48.51,48.95,-0.44,230
Feraligatr,Magneton,47.65,48.09,-0.44,379
Donphan,Cradily,50.89,51.33,-0.44,305
Mantine,Pidgeotto,49.74,50.19,-0.44,136
Golbat,Blissey,54.83,55.27,-0.45,71
Vulpix,Vaporeon,46.03,46.48,-0.45,67
Meganium,Snorlax,52.75,53.2,-0.46,74
Persian,Starmie,50.27,50.73,-0.46,327
Hoothoot,Miltank,44.56,45.02,-0.46,155
Cubone,Typhlosion,47.79,48.26,-0.47,68
Electrode,Flygon,51.49,51.96,-0.47,368
Vibrava,Blissey,48.9,49.37,-0.47,355
Elekid,Pelipper,47.86,48.33,-0.47,66
Mantine,Pelipper,50.08,50.55,-0.48,154
Bayleef,Pupitar,47.18,47.66,-0.48,72
Croconaw,Golem,47.23,47.71,-0.48,68
Flaaffy,Golem,49.04,49.52,-0.48,348
Xatu,Slaking,50.12,50.61,-0.48,347
Pidgey,Pikachu,47.18,47.66,-0.48,315
Charizard,Tyranitar,54.69,55.17,-0.48,258
Electrode,Pidgeotto,47.0,47.48,-0.48,437
Flygon,Slaking,48.14,48.63,-0.49,363
Slugma,Ninetales,44.68,45.17,-0.49,152
Porygon,Voltorb,41.17,41.67,-0.5,73
Grovyle,Slugma,46.26,46.76,-0.5,233
Raichu,Sandslash,48.37,48.86,-0.5,330
Diglett,Plusle,46.76,47.26,-0.5,154
Flaaffy,Ninetales,49.52,50.02,-0.5,426
Donphan,Snorlax,52.43,52.93,-0.5,309
Electabuzz,Tentacruel,49.74,50.23,-0.5,401
Fearow,Magcargo,50.02,50.52,-0.5,344
Tentacruel,Arcanine,52.61,53.12,-0.51,275
Magby,Swampert,52.48,52.98,-0.51,150
Sunflora,Manectric,48.95,49.46,-0.51,73
Starmie,Magneton,47.39,47.9,-0.51,326
Magby,Croconaw,50.46,50.98,-0.52,122
Ponyta,Rapidash,52.43,52.95,-0.52,68
Flaaffy,Golduck,48.63,49.16,-0.52,369
Blaziken,Fearow,56.43,56.95,-0.52,65
Pidgey,Croconaw,47.91,48.43,-0.52,172
Oddish,Dugtrio,47.05,47.58,-0.53,72
Natu,Electrode,48.67,49.2,-0.53,146
Ivysaur,Starmie,52.2,52.73,-0.53,67
Scyther,Slaking,48.74,49.28,-0.53,329
Flaaffy,Rapidash,51.89,52.42,-0.53,369
Jolteon,Vibrava,49.47,50.0,-0.53,431
Electabuzz,Pidgeotto,48.75,49.28,-0.53,415
Flareon,Starmie,50.65,51.18,-0.53,324
Croconaw,Sunflora,47.26,47.8,-0.54,235
Bayleef,Miltank,48.37,48.91,-0.54,75
Mantine,Sunflora,50.63,51.19,-0.55,224
Swampert,Dugtrio,49.8,50.35,-0.55,147
Magikarp,Growlithe,38.65,39.2,-0.55,76
Geodude,Slowbro,45.25,45.8,-0.55,148
Jolteon,Vileplume,50.32,50.88,-0.56,293
Tentacool,Plusle,46.3,46.86,-0.56,165
Flareon,Scyther,52.27,52.84,-0.57,353
Ninetales,Groudon,52.3,52.87,-0.57,309
Vigoroth,Starmie,48.85,49.44,-0.58,63
Swampert,Croconaw,50.31,50.89,-0.58,218
Hoothoot,Persian,46.01,46.59,-0.58,134
Vaporeon,Scyther,51.81,52.39,-0.58,318
Marill,Azumarill,42.46,43.05,-0.59,69
Golduck,Fearow,50.78,51.38,-0.59,343
Donphan,Slaking,49.83,50.42,-0.59,356
Voltorb,Electrode,46.62,47.23,-0.6,141
Trapinch,Cradily,44.73,45.34,-0.6,72
Ninetales,Tropius,46.0,46.59,-0.6,259
Smeargle,Slaking,44.07,44.67,-0.6,81
Persian,Ninetales,48.08,48.68,-0.6,420
Persian,Vibrava,47.33,47.94,-0.61,445
Swampert,Girafarig,48.9,49.51,-0.61,161
Elekid,Croconaw,49.43,50.05,-0.61,140
Flareon,Gyarados,54.1,54.73,-0.62,341
Wingull,Flaaffy,48.51,49.13,-0.62,79
Cubone,Voltorb,44.63,45.26,-0.62,201
Golbat,Golem,51.58,52.2,-0.62,76
Starmie,Ampharos,48.77,49.38,-0.62,243
Gyarados,Tyranitar,53.66,54.29,-0.63,263
Magmar,Moltres,51.14,51.77,-0.63,276
Crobat,Starmie,51.19,51.81,-0.63,355
Feraligatr,Slaking,47.18,47.81,-0.63,345
Xatu,Staryu,49.04,49.68,-0.64,378
Lileep,Flygon,48.19,48.83,-0.64,358
Marshtomp,Ponyta,52.12,52.76,-0.64,177
Ivysaur,Tentacruel,49.58,50.22,-0.64,148
Vaporeon,Girafarig,47.32,47.97,-0.64,469
Golbat,Fearow,56.77,57.41,-0.64,73
Electrode,Miltank,47.83,48.47,-0.64,434
Flaaffy,Sandslash,49.14,49.79,-0.65,354
Plusle,Flaaffy,51.34,51.99,-0.65,128
Slowpoke,Flaaffy,49.69,50.34,-0.65,72
Slugma,Cacturne,44.82,45.5,-0.67,146
Sunflora,Camerupt,44.91,45.58,-0.67,141
Elekid,Gloom,46.17,46.84,-0.67,70
Natu,Sunflora,46.76,47.43,-0.67,201
Vaporeon,Blissey,50.58,51.25,-0.67,336
Graveler,Manectric,48.12,48.79,-0.67,356
Electrode,Manectric,50.56,51.23,-0.67,348
Vibrava,Sceptile,49.75,50.42,-0.68,329
Exploud,Gloom,49.1,49.78,-0.68,431
Larvitar,Hoothoot,42.81,43.49,-0.68,135
Squirtle,Zubat,44.85,45.53,-0.68,260
Ivysaur,Cubone,49.37,50.06,-0.69,230
Onix,Marowak,44.57,45.25,-0.69,72
Onix,Cacturne,45.58,46.27,-0.69,136
Spearow,Girafarig,47.72,48.41,-0.69,133
Pidgey,Mareep,46.14,46.83,-0.69,304
Geodude,Golem,43.76,44.46,-0.7,61
Porygon,Raticate,46.48,47.18,-0.7,248
Magnemite,Vigoroth,47.39,48.09,-0.7,195
Torchic,Natu,48.07,48.77,-0.7,75
Donphan,Lileep,49.92,50.62,-0.7,442
Crobat,Rapidash,51.46,52.16,-0.7,364
Dugtrio,Tentacruel,46.5,47.21,-0.71,441
Wartortle,Electrike,45.82,46.53,-0.71,144
Xatu,Pidgeotto,50.45,51.16,-0.71,409
Totodile,Rattata,44.65,45.36,-0.71,676
Ninetales,Moltres,50.49,51.2,-0.72,270
Jolteon,Tropius,49.08,49.8,-0.72,276
Flaaffy,Pupitar,47.63,48.34,-0.72,463
Swampert,Trapinch,48.36,49.08,-0.72,236
Wingull,Blaziken,50.62,51.35,-0.73,147
Feraligatr,Golem,48.55,49.28,-0.73,381
Jolteon,Manectric,52.35,53.08,-0.73,330
Croconaw,Slugma,45.12,45.85,-0.73,235
Cyndaquil,Chikorita,45.02,45.75,-0.73,696
Charmeleon,Snorlax,52.16,52.89,-0.74,76
Chikorita,Phanpy,46.66,47.4,-0.74,247
Diglett,Gloom,42.02,42.75,-0.74,80
Starmie,Noctowl,49.3,50.05,-0.74,334
Hoothoot,Tentacruel,44.24,44.98,-0.75,131
Pikachu,Gloom,44.16,44.91,-0.75,59
Croconaw,Pelipper,46.42,47.17,-0.75,141
Natu,Magneton,45.4,46.15,-0.75,75
Pupitar,Arcanine,51.15,51.9,-0.75,309
Zubat,Diglett,44.99,45.75,-0.75,312
Golbat,Slugma,49.58,50.34,-0.76,238
Spearow,Marowak,47.66,48.42,-0.76,68
Magby,Dugtrio,49.68,50.44,-0.76,61
Magcargo,Moltres,48.72,49.47,-0.76,264
Ivysaur,Pelipper,48.86,49.63,-0.77,128
Tentacool,Flaaffy,46.61,47.38,-0.77,71
Jolteon,Miltank,49.55,50.32,-0.77,432
Wartortle,Marill,44.15,44.92,-0.77,234
Pupitar,Charizard,51.56,52.34,-0.78,348
Electabuzz,Pupitar,48.23,49.02,-0.78,443
Mudkip,Cubone,43.9,44.68,-0.78,84
Croconaw,Exeggutor,47.22,48.0,-0.78,127
Hoothoot,Slowbro,45.5,46.28,-0.78,156
Meganium,Cradily,50.82,51.61,-0.78,58
Grovyle,Onix,46.75,47.53,-0.78,221
Croconaw,Golduck,46.55,47.34,-0.79,144
Smeargle,Jolteon,49.06,49.85,-0.79,127
Spearow,Wartortle,48.25,49.04,-0.79,229
Minun,Flaaffy,51.06,51.85,-0.79,150
Cacturne,Fearow,51.78,52.56,-0.79,377
Electrode,Persian,49.25,50.03,-0.79,429
Geodude,Electrike,43.24,44.03,-0.79,156
Flareon,Flygon,51.4,52.19,-0.79,339
Bayleef,Growlithe,47.96,48.75,-0.79,59
Blissey,Sandslash,49.08,49.88,-0.8,344
Donphan,Sandslash,51.36,52.16,-0.8,327
Chikorita,Voltorb,43.63,44.42,-0.8,75
Pidgey,Pupitar,45.27,46.08,-0.8,78
Totodile,Cubone,45.25,46.05,-0.81,81
Porygon2,Marill,48.99,49.8,-0.81,230
Starmie,Marowak,48.09,48.9,-0.81,339
Rattata,Cacnea,44.96,45.78,-0.81,267
Minun,Exeggcute,46.68,47.49,-0.81,231
Minun,Graveler,47.47,48.28,-0.81,147
Diglett,Cubone,43.87,44.67,-0.81,146
Chansey,Tentacruel,42.88,43.69,-0.81,149
Flaaffy,Slowbro,50.04,50.86,-0.82,413
Meganium,Hoothoot,49.75,50.57,-0.82,190
Bayleef,Pelipper,47.47,48.3,-0.82,63
Slowbro,Magmar,48.12,48.95,-0.82,452
Mudkip,Natu,44.78,45.6,-0.82,75
Crobat,Vaporeon,50.07,50.89,-0.83,411
Camerupt,Flygon,48.23,49.06,-0.83,343
Vibrava,Moltres,49.63,50.46,-0.83,291
Hoothoot,Cacturne,44.93,45.77,-0.83,137
Elekid,Hoothoot,46.44,47.28,-0.83,151
Meganium,Pelipper,50.79,51.62,-0.83,151
Electabuzz,Feraligatr,52.11,52.94,-0.83,378
Swampert,Graveler,48.3,49.13,-0.83,140
Porygon2,Staryu,48.61,49.44,-0.83,135
Swampert,Vigoroth,49.23,50.06,-0.83,217
Pidgeotto,Flygon,48.35,49.19,-0.84,338
Ivysaur,Chansey,46.44,47.28,-0.84,208
Vaporeon,Magmar,48.4,49.25,-0.84,419
Raticate,Lileep,48.77,49.61,-0.84,61
Spearow,Smeargle,47.38,48.22,-0.84,223
Charmander,Cubone,48.47,49.32,-0.85,89
Ponyta,Pelipper,48.65,49.51,-0.85,148
Plusle,Exeggcute,46.79,47.63,-0.85,233
Flaaffy,Pidgeotto,47.76,48.61,-0.85,399
Sunkern,Ivysaur,46.94,47.79,-0.85,136
Starmie,Cradily,47.69,48.53,-0.85,314
Squirtle,Cubone,43.61,44.47,-0.86,70
Tentacool,Vibrava,43.29,44.15,-0.86,80
Whismur,Plusle,49.94,50.8,-0.86,178
Cyndaquil,Cubone,45.71,46.58,-0.86,74
Electabuzz,Typhlosion,51.17,52.03,-0.86,361
Sunflora,Electrike,45.32,46.19,-0.87,131
Electabuzz,Noctowl,50.27,51.14,-0.87,287
Sunkern,Camerupt,42.24,43.11,-0.87,79
Cubone,Girafarig,45.35,46.22,-0.87,124
Electabuzz,Snorlax,50.36,51.23,-0.87,335
Xatu,Graveler,50.62,51.49,-0.87,411
Natu,Ninetales,46.98,47.84,-0.87,132
Quilava,Tentacruel,47.77,48.64,-0.88,146
Elekid,Mareep,47.56,48.45,-0.88,350
Geodude,Tentacruel,43.62,44.5,-0.88,148
Dugtrio,Noctowl,47.24,48.12,-0.88,338
Xatu,Bellossom,49.49,50.37,-0.88,282
Grovyle,Pupitar,46.56,47.44,-0.88,135
Exploud,Marowak,50.74,51.62,-0.88,328
Oddish,Golduck,45.7,46.58,-0.88,75
Bayleef,Golduck,47.58,48.47,-0.89,81
Slowpoke,Swampert,49.64,50.53,-0.89,171
Porygon2,Azumarill,49.5,50.39,-0.89,68
Natu,Noctowl,47.41,48.3,-0.89,84
Treecko,Bayleef,47.34,48.23,-0.89,272
Treecko,Rattata,44.22,45.12,-0.9,719
Rattata,Vigoroth,45.17,46.07,-0.9,78
Diglett,Hoothoot,42.29,43.2,-0.9,128
Magmar,Arcanine,53.25,54.15,-0.9,293
Miltank,Sceptile,49.85,50.74,-0.9,340
Treecko,Numel,45.58,46.47,-0.9,246
Pikachu,Cacnea,46.09,46.99,-0.9,319
Elekid,Diglett,46.22,47.12,-0.9,322
Pikachu,Pupitar,44.85,45.77,-0.91,58
Quilava,Geodude,45.62,46.53,-0.91,229
Tentacool,Golduck,43.11,44.02,-0.91,77
Manectric,Vileplume,49.09,50.01,-0.92,286
Ivysaur,Psyduck,47.12,48.05,-0.92,210
Plusle,Chansey,45.2,46.12,-0.92,240
Raticate,Magnemite,51.18,52.1,-0.92,163
Eevee,Golduck,43.74,44.66,-0.92,79
Crobat,Miltank,48.41,49.33,-0.92,448
Marshtomp,Mantine,52.89,53.81,-0.92,148
Sandshrew,Dugtrio,44.31,45.22,-0.92,133
Vigoroth,Electrode,47.8,48.73,-0.93,142
Slowpoke,Pelipper,45.88,46.81,-0.93,81
Miltank,Gyarados,51.79,52.72,-0.93,384
Noctowl,Magneton,45.36,46.3,-0.93,306
Jolteon,Raichu,51.37,52.3,-0.93,321
Growlithe,Rapidash,48.42,49.35,-0.93,365
Persian,Vaporeon,48.89,49.81,-0.93,436
Phanpy,Growlithe,47.32,48.25,-0.94,65
Growlithe,Skarmory,47.09,48.02,-0.94,342
Charmeleon,Dugtrio,51.55,52.48,-0.94,131
Electrike,Fearow,50.37,51.31,-0.94,338
Crobat,Sceptile,52.44,53.39,-0.95,356
Flygon,Cradily,48.6,49.55,-0.95,364
Elekid,Minun,50.25,51.2,-0.95,148
Treecko,Slowpoke,45.8,46.75,-0.95,262
Raichu,Marowak,47.45,48.41,-0.95,355
Magby,Minun,51.18,52.13,-0.95,134
Typhlosion,Cradily,46.86,47.81,-0.95,322
Magnemite,Camerupt,45.76,46.71,-0.95,137
Electrode,Tentacruel,47.47,48.44,-0.96,440
Bayleef,Tentacool,45.74,46.7,-0.96,314
Persian,Snorlax,48.26,49.22,-0.96,346
Crobat,Electrike,47.86,48.83,-0.96,438
Grovyle,Geodude,45.58,46.55,-0.97,247
Scyther,Azumarill,48.33,49.3,-0.97,380
Electabuzz,Camerupt,48.18,49.15,-0.97,408
Raichu,Steelix,45.78,46.74,-0.97,347
Porygon2,Slugma,49.0,49.98,-0.98,221
Trapinch,Vibrava,44.67,45.65,-0.98,153
Psyduck,Manectric,46.27,47.25,-0.98,48
Chansey,Electrode,44.52,45.5,-0.99,168
Combusken,Quilava,53.34,54.33,-0.99,149
Whismur,Vigoroth,47.68,48.67,-0.99,168
Magikarp,Persian,39.94,40.93,-0.99,56
Marshtomp,Quilava,50.31,51.31,-1.0,161
Cubone,Golduck,45.06,46.05,-1.0,125
Raichu,Magcargo,46.37,47.37,-1.0,326
Sunflora,Pelipper,45.07,46.08,-1.01,170
Electrode,Pupitar,46.2,47.22,-1.01,433
Wartortle,Skarmory,47.53,48.54,-1.01,67
Smeargle,Vibrava,44.89,45.9,-1.01,123
Totodile,Whismur,46.95,47.96,-1.01,261
Growlithe,Noctowl,46.39,47.4,-1.01,316
Larvitar,Pidgeotto,43.16,44.17,-1.01,89
Cubone,Cacturne,46.23,47.25,-1.01,151
Jolteon,Marowak,49.04,50.05,-1.01,363
Hoothoot,Golduck,43.56,44.58,-1.01,139
Cacnea,Porygon2,50.87,51.89,-1.02,149
Electabuzz,Golduck,48.81,49.83,-1.02,425
Crobat,Vibrava,48.0,49.02,-1.02,412
Voltorb,Tentacruel,44.38,45.41,-1.03,132
Dugtrio,Groudon,51.97,53.0,-1.03,306
Vaporeon,Dugtrio,47.78,48.8,-1.03,409
Phanpy,Croconaw,48.49,49.52,-1.03,145
Minun,Pidgeotto,46.92,47.95,-1.03,136
Vaporeon,Vibrava,46.89,47.93,-1.04,450
Onix,Exeggutor,44.69,45.73,-1.04,144
Geodude,Pelipper,42.88,43.92,-1.04,170
Flareon,Moltres,51.75,52.79,-1.04,277
Marill,Tentacruel,43.5,44.54,-1.04,165
Meganium,Camerupt,50.08,51.12,-1.04,141
Pikachu,Plusle,48.37,49.41,-1.05,144
Vaporeon,Rapidash,50.03,51.08,-1.05,348
Psyduck,Raichu,45.42,46.47,-1.05,70
Swampert,Exeggcute,47.29,48.34,-1.05,216
Tentacruel,Pelipper,44.98,46.03,-1.05,426
Electrode,Noctowl,48.29,49.34,-1.05,355
Dugtrio,Blissey,49.2,50.24,-1.05,346
Lileep,Sceptile,48.35,49.39,-1.05,359
Slowpoke,Diglett,44.55,45.61,-1.06,356
Flaaffy,Raichu,50.52,51.58,-1.06,342
Blaziken,Electrike,50.25,51.31,-1.06,140
Hoothoot,Pupitar,42.7,43.77,-1.07,130
Vigoroth,Golduck,45.44,46.51,-1.07,146
Psyduck,Miltank,43.42,44.48,-1.07,148
Flareon,Manectric,50.39,51.46,-1.07,364
Meganium,Marill,49.06,50.12,-1.07,192
Ninetales,Rapidash,48.87,49.94,-1.07,353
Electabuzz,Vibrava,48.88,49.95,-1.07,429
Gyarados,Bellossom,49.85,50.93,-1.08,277
Blastoise,Vileplume,51.12,52.2,-1.08,293
Wingull,Vigoroth,45.4,46.48,-1.08,154
Bayleef,Porygon2,53.06,54.14,-1.08,135
Marshtomp,Ivysaur,51.79,52.89,-1.09,153
Feraligatr,Ampharos,48.49,49.58,-1.09,281
Mantine,Starmie,52.57,53.66,-1.09,75
Crobat,Blissey,51.25,52.33,-1.09,338
Sceptile,Steelix,47.73,48.81,-1.09,347
Rattata,Sunflora,44.73,45.81,-1.09,96
Meganium,Raichu,53.13,54.22,-1.09,80
Golbat,Golduck,50.74,51.83,-1.09,132
Ninetales,Flygon,49.51,50.61,-1.1,361
Crobat,Ninetales,48.66,49.76,-1.1,406
Whismur,Wingull,46.83,47.94,-1.1,355
Cacnea,Spearow,47.56,48.66,-1.1,169
Raichu,Azumarill,46.05,47.15,-1.1,341
Golbat,Graveler,50.51,51.61,-1.1,142
Flaaffy,Bellossom,46.72,47.81,-1.1,297
Vaporeon,Flygon,50.64,51.74,-1.1,356
Croconaw,Raichu,48.67,49.77,-1.11,53
Meganium,Slaking,49.58,50.69,-1.11,72
Loudred,Golem,51.69,52.8,-1.11,65
Pupitar,Skarmory,45.83,46.94,-1.11,352
Charmander,Phanpy,50.13,51.24,-1.11,264
Crobat,Typhlosion,49.99,51.09,-1.11,339
Electrike,Flygon,48.56,49.67,-1.11,320
Rattata,Voltorb,43.44,44.56,-1.12,79
Smeargle,Sandslash,45.29,46.41,-1.12,69
Miltank,Tauros,52.07,53.19,-1.12,284
Chikorita,Vigoroth,44.82,45.94,-1.12,73
Lileep,Fearow,49.35,50.47,-1.12,342
Combusken,Wartortle,51.56,52.69,-1.12,140
Quilava,Noctowl,48.43,49.55,-1.12,63
Wingull,Pelipper,44.48,45.6,-1.12,69
Cubone,Rapidash,48.2,49.33,-1.13,68
Meowth,Girafarig,41.39,42.52,-1.13,86
Ponyta,Electrike,48.48,49.62,-1.13,127
Elekid,Cubone,47.62,48.76,-1.13,150
Swampert,Marill,46.54,47.68,-1.14,226
Magmar,Snorlax,47.51,48.65,-1.14,339
Magikarp,Lileep,36.88,38.02,-1.14,59
Slowpoke,Wingull,45.82,46.96,-1.14,325
Graveler,Sceptile,48.95,50.08,-1.14,338
Golbat,Vibrava,50.8,51.95,-1.15,148
Croconaw,Cubone,46.45,47.6,-1.15,222
Voltorb,Cradily,43.66,44.81,-1.15,70
Growlithe,Moltres,49.47,50.61,-1.15,299
Electrode,Typhlosion,49.07,50.23,-1.16,363
Loudred,Chansey,48.75,49.91,-1.16,252
Cubone,Pelipper,44.72,45.88,-1.16,159
Girafarig,Scyther,49.38,50.54,-1.16,359
Whismur,Vulpix,45.48,46.63,-1.16,369
Spearow,Cradily,46.89,48.05,-1.17,70
Sceptile,Slaking,48.02,49.2,-1.17,329
Cacturne,Feraligatr,48.94,50.11,-1.17,368
Xatu,Golem,50.89,52.08,-1.18,348
Electrode,Cacturne,48.04,49.22,-1.18,392
Sceptile,Cradily,48.93,50.11,-1.18,347
Electrode,Golem,47.2,48.39,-1.19,374
Croconaw,Snorlax,47.57,48.75,-1.19,73
Azumarill,Moltres,48.07,49.25,-1.19,267
Quilava,Chansey,44.52,45.72,-1.19,209
Cyndaquil,Quilava,47.57,48.76,-1.19,83
Smeargle,Pelipper,44.41,45.6,-1.19,132
Magby,Spearow,50.68,51.88,-1.2,150
Persian,Blissey,50.05,51.25,-1.2,349
Flaaffy,Graveler,47.74,48.94,-1.2,423
Ninetales,Gyarados,51.94,53.14,-1.2,361
Porygon,Zubat,42.59,43.79,-1.2,249
Ivysaur,Wartortle,49.39,50.6,-1.21,195
Electabuzz,Lileep,47.71,48.92,-1.21,452
Slugma,Tentacruel,43.51,44.72,-1.21,139
Exeggcute,Starmie,46.51,47.72,-1.21,47
Exeggcute,Flaaffy,46.94,48.15,-1.21,133
Pidgey,Oddish,46.45,47.66,-1.22,335
Sunflora,Growlithe,45.31,46.53,-1.22,154
Venusaur,Vileplume,52.53,53.76,-1.22,273
Vigoroth,Slowbro,47.0,48.22,-1.22,144
Quilava,Growlithe,47.3,48.52,-1.22,114
Cacturne,Blastoise,51.16,52.38,-1.22,371
Crobat,Exeggutor,48.32,49.54,-1.22,411
Persian,Girafarig,46.75,47.97,-1.22,444
Tentacruel,Flygon,48.91,50.14,-1.23,343
Tentacruel,Fearow,50.55,51.78,-1.23,373
Vulpix,Growlithe,43.53,44.75,-1.23,68
Minun,Girafarig,47.42,48.66,-1.23,141
Flareon,Electrike,46.96,48.19,-1.23,418
Chikorita,Cubone,44.25,45.48,-1.23,87
Ivysaur,Pidgeotto,48.03,49.26,-1.23,145
Cacturne,Rapidash,49.02,50.26,-1.24,327
Bulbasaur,Spearow,48.93,50.16,-1.24,75
Chansey,Flaaffy,45.39,46.63,-1.25,135
Meganium,Sunflora,51.0,52.25,-1.25,214
Charmander,Whismur,49.97,51.22,-1.25,267
Psyduck,Skarmory,44.74,45.98,-1.25,59
Grovyle,Exeggcute,46.0,47.25,-1.25,235
Slugma,Golduck,43.05,44.3,-1.25,168
Ivysaur,Cacturne,49.75,51.0,-1.25,137
Cyndaquil,Whismur,47.22,48.48,-1.26,253
Oddish,Diglett,43.94,45.2,-1.26,381
Quilava,Electrike,46.91,48.17,-1.26,156
Meowth,Croconaw,42.65,43.91,-1.26,145
Gloom,Fearow,48.45,49.71,-1.26,321
Grovyle,Snorlax,48.39,49.66,-1.27,65
Exploud,Steelix,48.69,49.96,-1.27,353
Magnemite,Steelix,44.63,45.9,-1.27,73
Swampert,Cacturne,49.26,50.54,-1.28,143
Magnemite,Gloom,44.44,45.72,-1.28,148
Quilava,Psyduck,45.2,46.48,-1.28,189
Persian,Typhlosion,48.73,50.02,-1.28,325
Manectric,Steelix,46.24,47.52,-1.28,339
Sceptile,Tropius,48.95,50.22,-1.28,286
Mantine,Blissey,52.89,54.17,-1.28,64
Elekid,Sunkern,45.21,46.48,-1.28,335
Pidgey,Grovyle,48.06,49.34,-1.28,155
Magikarp,Loudred,44.27,45.55,-1.28,144
Mantine,Hoothoot,48.22,49.5,-1.28,211
Charmeleon,Typhlosion,52.4,53.69,-1.29,72
Electrode,Magmar,48.18,49.47,-1.29,429
Vigoroth,Electrike,45.16,46.45,-1.29,141
Oddish,Wingull,45.27,46.55,-1.29,316
Larvitar,Quilava,45.86,47.15,-1.29,131
Geodude,Skarmory,44.74,46.04,-1.3,80
Jolteon,Girafarig,48.73,50.03,-1.3,390
Spearow,Vigoroth,47.64,48.95,-1.31,233
Phanpy,Oddish,47.45,48.75,-1.31,323
Trapinch,Exeggutor,44.85,46.17,-1.32,138
Phanpy,Smeargle,46.63,47.95,-1.32,168
Loudred,Sandshrew,49.54,50.86,-1.32,213
Cacnea,Electrike,44.83,46.15,-1.32,77
Combusken,Spearow,53.02,54.33,-1.32,154
Plusle,Wartortle,48.1,49.44,-1.33,247
Psyduck,Pelipper,42.53,43.87,-1.33,150
Larvitar,Graveler,43.17,44.5,-1.33,75
Manectric,Ampharos,48.33,49.66,-1.33,277
Trapinch,Ninetales,45.06,46.39,-1.33,117
Onix,Flaaffy,47.09,48.44,-1.34,156
Bayleef,Sunkern,45.11,46.45,-1.34,321
Staryu,Flygon,46.37,47.7,-1.34,376
Slugma,Girafarig,43.12,44.47,-1.34,143
Electabuzz,Miltank,48.93,50.27,-1.34,463
Larvitar,Growlithe,43.65,45.0,-1.34,71
Exploud,Sandslash,50.74,52.08,-1.34,357
Exploud,Cradily,49.91,51.26,-1.35,339
Miltank,Moltres,49.43,50.78,-1.35,290
