Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
4,Cacturne,Meganium,Marshtomp,Exploud,Jolteon,Porygon2,38,4,0,90.5
4,Slugma,Crobat,Electrode,Lileep,Camerupt,Plusle,38,4,0,90.5
4,Crobat,Vaporeon,Camerupt,Onix,Jolteon,Miltank,38,4,0,90.5
4,Exeggutor,Wingull,Ninetales,Xatu,Minun,Plusle,38,4,0,90.5
4,Electabuzz,Exeggutor,Girafarig,Exploud,Porygon2,Phanpy,38,4,0,90.5
4,Vigoroth,Minun,Crobat,Electrode,Exploud,Spearow,38,4,0,90.5
4,Exeggutor,Magmar,Gloom,Persian,Lileep,Swampert,38,4,0,90.5
4,Pelipper,Jolteon,Tentacruel,Camerupt,Flareon,Graveler,38,3,1,90.5
4,Magnemite,Loudred,Flaaffy,Electabuzz,Exeggutor,Mareep,38,4,0,90.5
4,Crobat,Oddish,Flareon,Ninetales,Smeargle,Lileep,38,4,0,90.5
4,Electabuzz,Vaporeon,Dugtrio,Exeggutor,Persian,Mareep,38,4,0,90.5
4,Miltank,Vibrava,Electabuzz,Cacturne,Golduck,Porygon2,38,4,0,90.5
4,Lileep,Camerupt,Slowbro,Ivysaur,Electabuzz,Mantine,38,4,0,90.5
4,Porygon2,Jolteon,Tentacruel,Raticate,Geodude,Xatu,28,3,0,90.3
4,Mareep,Loudred,Blaziken,Vaporeon,Miltank,Pelipper,28,3,0,90.3
4,Sunkern,Vigoroth,Flaaffy,Crobat,Magnemite,Tentacruel,28,3,0,90.3
4,Pupitar,Blaziken,Flaaffy,Exploud,Meganium,Wingull,37,4,0,90.2
4,Cacturne,Slowbro,Meganium,Mantine,Geodude,Cubone,37,4,0,90.2
4,Electrode,Electabuzz,Vaporeon,Minun,Diglett,Cacturne,37,3,1,90.2
4,Electrode,Sandshrew,Pupitar,Pelipper,Crobat,Loudred,37,3,1,90.2
4,Electabuzz,Persian,Gloom,Exeggutor,Loudred,Vaporeon,37,3,1,90.2
4,Wingull,Marill,Magmar,Electrike,Loudred,Tentacruel,37,2,2,90.2
4,Hoothoot,Donphan,Electabuzz,Gloom,Trapinch,Miltank,37,3,1,90.2
4,Vaporeon,Onix,Girafarig,Exploud,Jolteon,Porygon2,37,4,0,90.2
4,Exploud,Swampert,Loudred,Tentacool,Xatu,Crobat,37,4,0,90.2
4,Ninetales,Spearow,Vibrava,Flaaffy,Porygon2,Charmeleon,37,4,0,90.2
4,Xatu,Camerupt,Crobat,Zubat,Flareon,Slowbro,37,4,0,90.2
4,Exploud,Vibrava,Jolteon,Spearow,Cacturne,Magikarp,37,4,0,90.2
4,Exeggutor,Slowpoke,Meganium,Donphan,Ninetales,Loudred,37,4,0,90.2
4,Mareep,Miltank,Onix,Girafarig,Flaaffy,Crobat,37,4,0,90.2
4,Meganium,Exploud,Mantine,Golduck,Raticate,Geodude,46,5,0,90.2
4,Golduck,Onix,Electabuzz,Camerupt,Vibrava,Pelipper,36,4,0,90.0
4,Growlithe,Pelipper,Dugtrio,Golduck,Pidgeotto,Slowbro,36,4,0,90.0
4,Chansey,Vaporeon,Jolteon,Tentacruel,Wartortle,Flareon,36,4,0,90.0
4,Geodude,Exploud,Porygon2,Donphan,Crobat,Oddish,36,4,0,90.0
4,Charmeleon,Vaporeon,Marshtomp,Loudred,Flaaffy,Slowbro,36,4,0,90.0
4,Exploud,Golduck,Electrode,Grovyle,Combusken,Jolteon,36,2,2,90.0
4,Crobat,Dugtrio,Meganium,Wartortle,Mantine,Ponyta,36,4,0,90.0
4,Flareon,Golbat,Slowbro,Flaaffy,Diglett,Magmar,36,3,1,90.0
4,Exploud,Psyduck,Pelipper,Persian,Exeggutor,Crobat,36,4,0,90.0
4,Lileep,Dugtrio,Xatu,Spearow,Slowbro,Vaporeon,36,4,0,90.0
4,Flareon,Slowpoke,Pupitar,Persian,Slowbro,Crobat,36,4,0,90.0
4,Plusle,Electabuzz,Cacturne,Diglett,Persian,Vaporeon,27,3,0,90.0
4,Donphan,Camerupt,Miltank,Slowbro,Exploud,Quilava,36,4,0,90.0
4,Golduck,Pidgey,Exploud,Magmar,Girafarig,Magnemite,36,4,0,90.0
4,Whismur,Crobat,Exploud,Wingull,Pupitar,Magby,36,3,1,90.0
4,Persian,Xatu,Flareon,Magmar,Trapinch,Psyduck,36,4,0,90.0
4,Spearow,Loudred,Gloom,Blaziken,Magnemite,Vaporeon,45,5,0,90.0
4,Pidgeotto,Electabuzz,Exeggutor,Magmar,Psyduck,Magby,36,4,0,90.0
4,Dugtrio,Camerupt,Exploud,Sunkern,Crobat,Growlithe,36,4,0,90.0
4,Hoothoot,Electabuzz,Whismur,Miltank,Persian,Crobat,27,3,0,90.0
4,Minun,Psyduck,Crobat,Loudred,Exploud,Oddish,36,4,0,90.0
4,Electabuzz,Porygon2,Cubone,Vaporeon,Slowbro,Natu,36,4,0,90.0
4,Raticate,Vigoroth,Electabuzz,Cacturne,Spearow,Smeargle,36,4,0,90.0
4,Exploud,Quilava,Mantine,Golduck,Girafarig,Jolteon,27,3,0,90.0
4,Lileep,Flareon,Natu,Sandshrew,Crobat,Cacturne,36,4,0,90.0
4,Blaziken,Vibrava,Exploud,Girafarig,Swampert,Miltank,36,4,0,90.0
4,Numel,Miltank,Crobat,Girafarig,Exploud,Whismur,36,4,0,90.0
4,Mareep,Magmar,Loudred,Donphan,Camerupt,Ivysaur,44,4,1,89.8
4,Electabuzz,Crobat,Slowbro,Camerupt,Blaziken,Ninetales,44,4,1,89.8
4,Phanpy,Crobat,Exploud,Golduck,Pidgeotto,Exeggutor,44,4,1,89.8
4,Persian,Sunflora,Cacturne,Jolteon,Magby,Slowbro,44,3,2,89.8
4,Vaporeon,Wingull,Miltank,Pidgeotto,Donphan,Xatu,35,4,0,89.7
4,Meowth,Golduck,Jolteon,Vigoroth,Raticate,Flareon,35,4,0,89.7
4,Charmeleon,Gloom,Electrode,Slowbro,Mantine,Diglett,35,4,0,89.7
4,Flareon,Gloom,Electrike,Electabuzz,Donphan,Ninetales,35,4,0,89.7
4,Bayleef,Magnemite,Flaaffy,Porygon2,Tentacruel,Exeggutor,35,4,0,89.7
4,Phanpy,Persian,Pelipper,Electrike,Pidgeotto,Miltank,35,4,0,89.7
4,Whismur,Slowbro,Oddish,Ninetales,Miltank,Crobat,35,4,0,89.7
4,Elekid,Vulpix,Persian,Xatu,Flareon,Exeggcute,35,4,0,89.7
4,Slugma,Flareon,Pikachu,Girafarig,Slowbro,Miltank,35,4,0,89.7
4,Sandshrew,Golduck,Graveler,Donphan,Cacturne,Crobat,35,4,0,89.7
4,Flareon,Vigoroth,Cubone,Donphan,Magmar,Smeargle,35,4,0,89.7
4,Ninetales,Bayleef,Magnemite,Magmar,Phanpy,Crobat,35,4,0,89.7
4,Persian,Electabuzz,Golbat,Spearow,Electrode,Exeggcute,35,4,0,89.7
4,Porygon2,Cacnea,Electabuzz,Bayleef,Miltank,Xatu,35,4,0,89.7
4,Vaporeon,Flaaffy,Chansey,Bayleef,Xatu,Mareep,35,4,0,89.7
4,Bayleef,Larvitar,Girafarig,Exploud,Elekid,Dugtrio,35,4,0,89.7
4,Camerupt,Cacturne,Electrode,Tentacruel,Growlithe,Oddish,43,5,0,89.6
4,Vulpix,Crobat,Electabuzz,Numel,Cubone,Golduck,43,5,0,89.6
4,Golbat,Magmar,Miltank,Diglett,Psyduck,Crobat,43,5,0,89.6
4,Raticate,Diglett,Numel,Crobat,Donphan,Persian,43,5,0,89.6
4,Loudred,Cacturne,Jolteon,Electabuzz,Slowpoke,Grovyle,34,4,0,89.5
4,Magmar,Electrode,Magnemite,Crobat,Minun,Ninetales,34,3,1,89.5
4,Slugma,Electabuzz,Sunflora,Magmar,Charmeleon,Donphan,34,4,0,89.5
4,Plusle,Sandshrew,Exeggcute,Magmar,Xatu,Flaaffy,34,4,0,89.5
4,Crobat,Marill,Electabuzz,Persian,Jolteon,Ponyta,34,4,0,89.5
4,Exploud,Golbat,Marill,Electabuzz,Raticate,Golduck,34,2,2,89.5
4,Loudred,Ponyta,Exploud,Eevee,Ninetales,Raticate,34,4,0,89.5
4,Persian,Graveler,Ivysaur,Tentacruel,Phanpy,Jolteon,34,3,1,89.5
4,Girafarig,Exploud,Donphan,Vulpix,Vaporeon,Ninetales,34,4,0,89.5
4,Magnemite,Slowbro,Larvitar,Chansey,Crobat,Flareon,34,4,0,89.5
4,Golbat,Vibrava,Flareon,Blaziken,Golduck,Ivysaur,34,3,1,89.5
4,Ninetales,Zubat,Donphan,Growlithe,Flaaffy,Elekid,34,2,2,89.5
4,Lileep,Persian,Exploud,Crobat,Zubat,Swampert,34,3,1,89.5
4,Vibrava,Porygon2,Jolteon,Wingull,Dugtrio,Combusken,34,4,0,89.5
4,Larvitar,Cacturne,Donphan,Jolteon,Pidgeotto,Grovyle,34,3,1,89.5
4,Electrike,Exeggutor,Sunflora,Ponyta,Pelipper,Tentacruel,34,4,0,89.5
4,Oddish,Vulpix,Ninetales,Meganium,Crobat,Xatu,34,4,0,89.5
4,Loudred,Vigoroth,Vibrava,Exploud,Flaaffy,Geodude,34,4,0,89.5
4,Exploud,Slowbro,Pelipper,Loudred,Trapinch,Crobat,34,2,2,89.5
4,Girafarig,Croconaw,Crobat,Electrike,Slowbro,Porygon2,34,4,0,89.5
4,Ivysaur,Xatu,Blaziken,Cacturne,Quilava,Grovyle,42,5,0,89.4
4,Flareon,Sunflora,Xatu,Onix,Electrode,Marshtomp,42,5,0,89.4
4,Vaporeon,Pelipper,Blaziken,Bayleef,Porygon2,Flaaffy,42,5,0,89.4
4,Exploud,Wartortle,Electrike,Flareon,Jolteon,Porygon2,42,5,0,89.4
4,Golbat,Golduck,Pikachu,Exploud,Crobat,Trapinch,42,5,0,89.4
4,Spearow,Camerupt,Tentacruel,Minun,Meganium,Flareon,25,3,0,89.3
4,Smeargle,Flareon,Elekid,Exploud,Miltank,Cacturne,33,4,0,89.2
4,Diglett,Flareon,Voltorb,Persian,Exploud,Loudred,33,3,1,89.2
4,Flareon,Quilava,Pidgeotto,Girafarig,Crobat,Phanpy,33,4,0,89.2
4,Flareon,Growlithe,Xatu,Cubone,Spearow,Donphan,33,4,0,89.2
4,Diglett,Flaaffy,Geodude,Tentacruel,Vaporeon,Xatu,33,4,0,89.2
4,Electrike,Gloom,Jolteon,Slowbro,Exeggcute,Natu,33,3,1,89.2
4,Flareon,Tentacool,Persian,Magmar,Plusle,Exeggutor,33,4,0,89.2
4,Crobat,Diglett,Ponyta,Exploud,Cacturne,Mantine,33,4,0,89.2
4,Exeggutor,Natu,Donphan,Electabuzz,Meowth,Grovyle,33,4,0,89.2
4,Onix,Psyduck,Exploud,Persian,Smeargle,Charmeleon,33,4,0,89.2
4,Exeggutor,Flareon,Vibrava,Blaziken,Meganium,Electrode,33,1,3,89.2
4,Pidgeotto,Mareep,Electrike,Flaaffy,Magmar,Donphan,33,4,0,89.2
4,Meganium,Zubat,Slowbro,Cubone,Electabuzz,Porygon2,33,4,0,89.2
4,Croconaw,Ninetales,Plusle,Pelipper,Minun,Exeggutor,33,4,0,89.2
4,Mantine,Golduck,Flaaffy,Flareon,Onix,Ponyta,33,4,0,89.2
4,Electrode,Crobat,Camerupt,Vaporeon,Growlithe,Raticate,41,5,0,89.1
4,Natu,Dugtrio,Xatu,Miltank,Vaporeon,Pidgey,41,5,0,89.1
4,Trapinch,Magikarp,Flareon,Golduck,Crobat,Flaaffy,41,5,0,89.1
4,Growlithe,Flareon,Vaporeon,Pidgeotto,Meganium,Dugtrio,41,5,0,89.1
4,Magby,Girafarig,Magmar,Porygon2,Natu,Jolteon,41,4,1,89.1
4,Donphan,Pidgeotto,Loudred,Porygon2,Golbat,Ponyta,49,6,0,89.1
4,Voltorb,Ninetales,Geodude,Exploud,Spearow,Flaaffy,32,4,0,88.9
4,Crobat,Porygon2,Pidgeotto,Smeargle,Grovyle,Pupitar,32,4,0,88.9
4,Xatu,Pidgeotto,Loudred,Blaziken,Quilava,Exeggutor,40,5,0,88.9
4,Exploud,Exeggutor,Xatu,Tentacool,Combusken,Flareon,32,4,0,88.9
4,Elekid,Golduck,Vibrava,Slowbro,Tentacruel,Crobat,32,3,1,88.9
4,Xatu,Blaziken,Minun,Slowbro,Magnemite,Vigoroth,32,4,0,88.9
4,Pidgey,Gloom,Magmar,Growlithe,Mantine,Donphan,32,4,0,88.9
4,Donphan,Flareon,Staryu,Exploud,Meowth,Exeggutor,40,5,0,88.9
4,Magnemite,Numel,Smeargle,Donphan,Exploud,Pidgeotto,40,5,0,88.9
4,Charmeleon,Magmar,Donphan,Combusken,Electrode,Ponyta,32,4,0,88.9
4,Persian,Exploud,Ponyta,Electrode,Whismur,Flaaffy,32,3,1,88.9
4,Sunflora,Electrode,Girafarig,Whismur,Magmar,Porygon2,40,5,0,88.9
4,Ivysaur,Pupitar,Exploud,Magmar,Vaporeon,Lileep,40,5,0,88.9
4,Loudred,Pikachu,Spearow,Electabuzz,Tentacool,Vaporeon,32,3,1,88.9
4,Donphan,Loudred,Girafarig,Exploud,Smeargle,Natu,40,5,0,88.9
4,Loudred,Cacnea,Magnemite,Exploud,Oddish,Ninetales,32,4,0,88.9
4,Porygon2,Girafarig,Ninetales,Combusken,Oddish,Flaaffy,40,5,0,88.9
4,Crobat,Wingull,Marill,Ninetales,Electabuzz,Mantine,47,5,1,88.7
4,Golbat,Pidgeotto,Jolteon,Camerupt,Marill,Vaporeon,39,5,0,88.6
4,Jolteon,Donphan,Diglett,Ninetales,Magnemite,Spearow,39,5,0,88.6
4,Flaaffy,Porygon2,Lileep,Golduck,Voltorb,Cacturne,39,4,1,88.6
4,Bayleef,Blaziken,Tentacruel,Electabuzz,Golduck,Mareep,39,5,0,88.6
4,Ponyta,Crobat,Exploud,Persian,Gloom,Magmar,39,4,1,88.6
4,Xatu,Whismur,Donphan,Camerupt,Mantine,Exeggcute,39,5,0,88.6
4,Jolteon,Pikachu,Exeggutor,Golduck,Porygon2,Charmeleon,39,5,0,88.6
4,Larvitar,Electrike,Meganium,Persian,Cacturne,Mareep,39,5,0,88.6
4,Meganium,Ninetales,Smeargle,Donphan,Electabuzz,Marshtomp,39,5,0,88.6
4,Vibrava,Magmar,Vulpix,Exeggutor,Donphan,Whismur,31,4,0,88.6
4,Xatu,Grovyle,Dugtrio,Ponyta,Blaziken,Mantine,31,3,1,88.6
4,Raticate,Flareon,Geodude,Vaporeon,Exploud,Electabuzz,31,4,0,88.6
4,Electrode,Cacnea,Pupitar,Voltorb,Dugtrio,Flareon,31,4,0,88.6
4,Minun,Numel,Cacturne,Crobat,Sandshrew,Tentacruel,31,3,1,88.6
4,Electrode,Golduck,Flaaffy,Exploud,Staryu,Tentacool,31,4,0,88.6
4,Donphan,Electabuzz,Persian,Miltank,Magmar,Electrike,31,4,0,88.6
4,Cacturne,Persian,Gloom,Vulpix,Flareon,Electabuzz,31,3,1,88.6
4,Exploud,Persian,Cubone,Bayleef,Golbat,Slugma,31,4,0,88.6
4,Golbat,Raticate,Electrike,Exeggutor,Wingull,Geodude,31,4,0,88.6
4,Pupitar,Loudred,Magby,Cacturne,Bayleef,Slugma,31,4,0,88.6
4,Loudred,Vigoroth,Pupitar,Xatu,Whismur,Smeargle,31,4,0,88.6
4,Loudred,Magmar,Ninetales,Tentacool,Persian,Miltank,31,4,0,88.6
4,Mareep,Bayleef,Exeggutor,Ninetales,Crobat,Porygon2,31,4,0,88.6
4,Gloom,Electabuzz,Electrode,Loudred,Voltorb,Slowbro,31,4,0,88.6
4,Vaporeon,Flareon,Exeggutor,Pikachu,Swampert,Jolteon,31,4,0,88.6
4,Slowbro,Jolteon,Golbat,Exeggutor,Electrike,Vigoroth,31,3,1,88.6
4,Miltank,Jolteon,Girafarig,Mareep,Donphan,Golduck,38,5,0,88.4
4,Persian,Pidgey,Jolteon,Diglett,Exploud,Porygon2,38,5,0,88.4
4,Vaporeon,Donphan,Ninetales,Smeargle,Graveler,Marshtomp,38,5,0,88.4
4,Psyduck,Vaporeon,Flaaffy,Graveler,Loudred,Mantine,38,5,0,88.4
4,Dugtrio,Exeggutor,Crobat,Vibrava,Magby,Diglett,38,5,0,88.4
4,Natu,Crobat,Exploud,Camerupt,Marill,Larvitar,38,5,0,88.4
4,Crobat,Exploud,Whismur,Donphan,Magikarp,Pidgeotto,38,5,0,88.4
4,Crobat,Raticate,Chansey,Persian,Oddish,Donphan,38,4,1,88.4
4,Wingull,Crobat,Ninetales,Dugtrio,Tentacruel,Flareon,38,3,2,88.4
4,Cacturne,Numel,Tentacruel,Electabuzz,Vaporeon,Minun,38,5,0,88.4
4,Swampert,Plusle,Girafarig,Exeggutor,Crobat,Cacturne,38,5,0,88.4
4,Gloom,Exploud,Vulpix,Pelipper,Vaporeon,Donphan,38,5,0,88.4
4,Camerupt,Growlithe,Trapinch,Electrode,Crobat,Loudred,38,5,0,88.4
4,Golbat,Electabuzz,Exploud,Electrike,Girafarig,Gloom,38,5,0,88.4
4,Cacturne,Loudred,Combusken,Electrode,Ponyta,Porygon2,38,5,0,88.4
4,Flareon,Electrike,Sunflora,Exeggutor,Whismur,Crobat,38,5,0,88.4
4,Oddish,Magmar,Crobat,Camerupt,Natu,Vaporeon,38,5,0,88.4
4,Exeggutor,Natu,Exploud,Charmeleon,Pidgeotto,Miltank,38,5,0,88.4
4,Slowbro,Cubone,Flareon,Sandshrew,Growlithe,Xatu,38,5,0,88.4
4,Exploud,Meganium,Xatu,Donphan,Vulpix,Cubone,38,5,0,88.4
4,Ninetales,Electrode,Blaziken,Staryu,Gloom,Exploud,30,4,0,88.2
4,Jolteon,Pupitar,Golduck,Exeggcute,Dugtrio,Loudred,30,4,0,88.2
4,Crobat,Cubone,Electabuzz,Wartortle,Electrike,Onix,30,4,0,88.2
4,Flaaffy,Sunkern,Exploud,Pelipper,Electrode,Exeggutor,30,4,0,88.2
4,Golduck,Plusle,Mantine,Electabuzz,Chansey,Combusken,30,4,0,88.2
4,Persian,Ivysaur,Exploud,Magnemite,Marill,Pidgeotto,30,4,0,88.2
4,Porygon2,Swampert,Exploud,Xatu,Elekid,Pidgey,30,4,0,88.2
4,Exeggcute,Exeggutor,Ninetales,Crobat,Magmar,Flareon,30,4,0,88.2
4,Exploud,Ponyta,Persian,Mantine,Elekid,Meganium,30,4,0,88.2
4,Tentacool,Crobat,Pupitar,Flareon,Bayleef,Whismur,30,4,0,88.2
4,Magmar,Smeargle,Tentacruel,Cacturne,Raticate,Electrike,37,5,0,88.1
4,Electabuzz,Magmar,Exploud,Ivysaur,Dugtrio,Diglett,37,5,0,88.1
4,Exploud,Voltorb,Ninetales,Electrike,Donphan,Sandshrew,37,5,0,88.1
4,Flareon,Xatu,Magnemite,Ninetales,Electabuzz,Quilava,37,5,0,88.1
4,Xatu,Slowbro,Meganium,Ninetales,Grovyle,Porygon2,37,4,1,88.1
4,Flaaffy,Swampert,Cacturne,Exeggcute,Ponyta,Ivysaur,37,5,0,88.1
4,Golduck,Ninetales,Gloom,Sunflora,Flareon,Jolteon,37,3,2,88.1
4,Charmeleon,Spearow,Sunkern,Electabuzz,Cubone,Crobat,37,5,0,88.1
4,Porygon2,Elekid,Electabuzz,Smeargle,Ivysaur,Donphan,37,5,0,88.1
4,Jolteon,Charmeleon,Dugtrio,Grovyle,Golbat,Eevee,37,5,0,88.1
4,Flaaffy,Swampert,Vulpix,Golbat,Flareon,Loudred,37,5,0,88.1
4,Pupitar,Vaporeon,Slowbro,Electrode,Crobat,Larvitar,37,5,0,88.1
4,Loudred,Electabuzz,Graveler,Ninetales,Jolteon,Marill,37,5,0,88.1
4,Exeggcute,Voltorb,Meganium,Whismur,Pupitar,Porygon2,37,4,1,88.1
4,Xatu,Golduck,Numel,Slowbro,Exeggutor,Vulpix,37,5,0,88.1
4,Ninetales,Electrode,Marshtomp,Flaaffy,Sunkern,Flareon,37,5,0,88.1
4,Minun,Exploud,Jolteon,Girafarig,Loudred,Zubat,37,5,0,88.1
4,Slowbro,Donphan,Flareon,Pikachu,Cacturne,Exeggutor,37,5,0,88.1
4,Donphan,Crobat,Tentacool,Phanpy,Slowbro,Mareep,37,5,0,88.1
4,Graveler,Natu,Meganium,Plusle,Magmar,Slowbro,44,6,0,88.0
4,Wingull,Electrike,Pidgey,Xatu,Tentacruel,Exploud,29,4,0,87.9
4,Growlithe,Grovyle,Vaporeon,Pidgeotto,Donphan,Staryu,29,4,0,87.9
4,Zubat,Bayleef,Magby,Flareon,Jolteon,Meganium,29,4,0,87.9
4,Tentacool,Xatu,Blaziken,Vaporeon,Flaaffy,Dugtrio,29,4,0,87.9
4,Geodude,Mantine,Gloom,Loudred,Sunflora,Larvitar,29,4,0,87.9
4,Camerupt,Miltank,Flaaffy,Ivysaur,Loudred,Vaporeon,29,4,0,87.9
4,Miltank,Electabuzz,Golduck,Electrike,Cacnea,Smeargle,29,4,0,87.9
4,Electrike,Blaziken,Slowbro,Cacturne,Miltank,Sunkern,29,4,0,87.9
4,Slowbro,Charmeleon,Mantine,Golduck,Miltank,Magmar,29,4,0,87.9
4,Trapinch,Lileep,Exploud,Croconaw,Tentacruel,Ivysaur,29,3,1,87.9
4,Pikachu,Gloom,Ninetales,Exeggutor,Girafarig,Mareep,29,3,1,87.9
4,Xatu,Crobat,Donphan,Bayleef,Elekid,Exeggutor,36,5,0,87.8
4,Jolteon,Slugma,Electabuzz,Exeggutor,Persian,Xatu,36,5,0,87.8
4,Vaporeon,Loudred,Slowbro,Cubone,Ponyta,Pidgey,36,5,0,87.8
4,Loudred,Sunkern,Elekid,Crobat,Swampert,Meganium,36,5,0,87.8
4,Donphan,Smeargle,Lileep,Magnemite,Golbat,Vibrava,36,4,1,87.8
4,Charmeleon,Magmar,Elekid,Tentacruel,Ninetales,Dugtrio,36,5,0,87.8
4,Girafarig,Cubone,Vulpix,Flaaffy,Pidgeotto,Flareon,36,4,1,87.8
4,Xatu,Swampert,Smeargle,Jolteon,Crobat,Sunflora,36,5,0,87.8
4,Electabuzz,Ponyta,Slowbro,Golduck,Jolteon,Persian,36,4,1,87.8
4,Electrode,Pikachu,Crobat,Swampert,Electabuzz,Slowbro,36,5,0,87.8
4,Vaporeon,Exploud,Whismur,Donphan,Persian,Plusle,36,4,1,87.8
4,Lileep,Crobat,Graveler,Electabuzz,Ponyta,Psyduck,36,5,0,87.8
4,Onix,Donphan,Loudred,Persian,Larvitar,Swampert,36,4,1,87.8
4,Spearow,Wartortle,Xatu,Donphan,Magmar,Bayleef,36,5,0,87.8
4,Grovyle,Flareon,Combusken,Exploud,Cacturne,Trapinch,36,5,0,87.8
4,Camerupt,Crobat,Electrode,Dugtrio,Swampert,Spearow,36,5,0,87.8
4,Croconaw,Trapinch,Crobat,Sandshrew,Dugtrio,Miltank,36,5,0,87.8
4,Croconaw,Miltank,Vaporeon,Jolteon,Loudred,Camerupt,36,4,1,87.8
4,Staryu,Elekid,Porygon2,Jolteon,Hoothoot,Exploud,36,4,1,87.8
4,Croconaw,Swampert,Plusle,Flaaffy,Lileep,Flareon,36,4,1,87.8
4,Minun,Xatu,Exeggutor,Jolteon,Blaziken,Plusle,36,5,0,87.8
4,Crobat,Ivysaur,Miltank,Wartortle,Donphan,Pupitar,36,5,0,87.8
4,Xatu,Meganium,Staryu,Slugma,Electrode,Crobat,43,6,0,87.8
4,Dugtrio,Chansey,Loudred,Exploud,Porygon2,Vigoroth,43,4,2,87.8
4,Vigoroth,Exploud,Xatu,Golduck,Loudred,Plusle,43,6,0,87.8
4,Trapinch,Crobat,Donphan,Camerupt,Ponyta,Xatu,35,4,1,87.5
4,Xatu,Swampert,Pidgey,Tentacruel,Flareon,Exeggutor,28,4,0,87.5
4,Magmar,Plusle,Tentacool,Tentacruel,Exploud,Natu,42,6,0,87.5
4,Electrike,Smeargle,Porygon2,Tentacruel,Xatu,Plusle,35,4,1,87.5
4,Pidgeotto,Gloom,Electabuzz,Persian,Vaporeon,Smeargle,35,5,0,87.5
4,Sandshrew,Donphan,Jolteon,Magnemite,Meganium,Tentacruel,35,5,0,87.5
4,Dugtrio,Phanpy,Swampert,Cubone,Ivysaur,Slowbro,35,5,0,87.5
4,Magmar,Grovyle,Slugma,Electabuzz,Slowbro,Blaziken,35,5,0,87.5
4,Vaporeon,Raticate,Girafarig,Exeggcute,Donphan,Jolteon,35,3,2,87.5
4,Vibrava,Exploud,Smeargle,Grovyle,Meganium,Golduck,28,2,2,87.5
4,Smeargle,Electrode,Vaporeon,Girafarig,Dugtrio,Cacturne,35,5,0,87.5
4,Lileep,Dugtrio,Electabuzz,Xatu,Magby,Graveler,28,4,0,87.5
4,Porygon2,Electrode,Camerupt,Natu,Donphan,Voltorb,35,3,2,87.5
4,Porygon2,Exploud,Natu,Pikachu,Trapinch,Donphan,42,6,0,87.5
4,Slowbro,Xatu,Cacnea,Girafarig,Loudred,Vigoroth,35,5,0,87.5
4,Exploud,Golduck,Croconaw,Sunkern,Miltank,Electabuzz,35,5,0,87.5
4,Blaziken,Cacturne,Girafarig,Dugtrio,Flaaffy,Meganium,35,5,0,87.5
4,Vibrava,Plusle,Girafarig,Pidgeotto,Loudred,Pupitar,42,6,0,87.5
4,Flareon,Trapinch,Wingull,Spearow,Electabuzz,Mantine,35,4,1,87.5
4,Jolteon,Pupitar,Cacnea,Magmar,Wartortle,Donphan,35,5,0,87.5
4,Persian,Sunflora,Electabuzz,Xatu,Crobat,Numel,35,5,0,87.5
4,Pupitar,Flaaffy,Slowbro,Raticate,Chansey,Slowpoke,28,4,0,87.5
4,Ninetales,Dugtrio,Electabuzz,Tentacruel,Ivysaur,Pidgeotto,35,5,0,87.5
4,Slowbro,Electabuzz,Golbat,Flareon,Cubone,Gloom,28,4,0,87.5
4,Zubat,Electabuzz,Exploud,Plusle,Flaaffy,Dugtrio,35,5,0,87.5
4,Larvitar,Quilava,Exploud,Cacturne,Psyduck,Diglett,28,4,0,87.5
4,Dugtrio,Exploud,Vaporeon,Loudred,Vulpix,Spearow,35,5,0,87.5
4,Loudred,Xatu,Vigoroth,Larvitar,Meganium,Donphan,35,5,0,87.5
4,Xatu,Bayleef,Sandshrew,Crobat,Minun,Ninetales,35,5,0,87.5
4,Gloom,Porygon2,Smeargle,Exploud,Crobat,Plusle,42,6,0,87.5
4,Slowbro,Tentacruel,Graveler,Chansey,Camerupt,Cubone,28,3,1,87.5
4,Growlithe,Persian,Slowbro,Vaporeon,Pidgeotto,Geodude,35,5,0,87.5
4,Psyduck,Crobat,Electrode,Cacturne,Meganium,Camerupt,35,5,0,87.5
4,Slugma,Crobat,Graveler,Loudred,Croconaw,Combusken,35,5,0,87.5
4,Vaporeon,Croconaw,Persian,Diglett,Electabuzz,Golbat,28,4,0,87.5
4,Exeggutor,Croconaw,Oddish,Exploud,Xatu,Staryu,48,7,0,87.3
4,Slowbro,Donphan,Flareon,Electabuzz,Grovyle,Diglett,41,5,1,87.2
4,Golduck,Plusle,Magmar,Flaaffy,Minun,Exeggutor,41,6,0,87.2
4,Magmar,Zubat,Exeggutor,Exploud,Pidgey,Electabuzz,41,6,0,87.2
4,Smeargle,Bayleef,Magmar,Slowpoke,Electrode,Crobat,41,6,0,87.2
4,Persian,Porygon2,Slowbro,Blaziken,Flareon,Pupitar,34,5,0,87.2
4,Electrode,Cacnea,Pelipper,Ponyta,Vaporeon,Golduck,34,5,0,87.2
4,Girafarig,Electrode,Magby,Camerupt,Flaaffy,Flareon,34,5,0,87.2
4,Persian,Voltorb,Magmar,Donphan,Electrode,Swampert,34,5,0,87.2
4,Electrode,Tentacruel,Mantine,Jolteon,Magmar,Sunflora,34,5,0,87.2
4,Staryu,Crobat,Voltorb,Chansey,Electrode,Vibrava,34,4,1,87.2
