Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Flaaffy,Snorlax,50.29,49.49,0.8,232
Flygon,Azumarill,49.18,48.38,0.8,234
Moltres,Vibrava,51.06,50.26,0.8,227
Flygon,Growlithe,49.47,48.67,0.79,210
Ampharos,Sandslash,49.71,48.94,0.77,197
Rapidash,Slowbro,48.58,47.83,0.76,229
Rapidash,Electrode,50.81,50.06,0.74,210
Suicune,Gloom,50.1,49.36,0.74,207
Jolteon,Crobat,48.33,47.59,0.74,246
Donphan,Golduck,49.66,48.92,0.74,226
Ampharos,Azumarill,48.69,47.95,0.74,222
Donphan,Pidgeotto,49.83,49.11,0.73,221
Venusaur,Azumarill,50.43,49.72,0.71,252
Flygon,Vaporeon,49.25,48.54,0.71,228
Charizard,Magmar,50.58,49.88,0.7,220
Flygon,Pelipper,48.32,47.63,0.69,220
Flaaffy,Flareon,49.69,49.01,0.68,211
Gyarados,Vibrava,49.74,49.08,0.67,217
Charizard,Vaporeon,50.57,49.91,0.65,203
Charizard,Slowbro,50.18,49.54,0.64,205
Fearow,Cradily,51.73,51.09,0.64,263
Blastoise,Magcargo,49.29,48.65,0.64,192
Flygon,Cradily,49.59,48.97,0.63,234
Vileplume,Exploud,50.12,49.48,0.63,219
Rapidash,Typhlosion,51.24,50.62,0.62,220
Starmie,Typhlosion,50.09,49.48,0.62,211
Typhlosion,Cradily,47.99,47.39,0.6,231
Xatu,Tropius,49.86,49.27,0.59,219
Xatu,Cradily,50.06,49.47,0.59,240
Ampharos,Typhlosion,51.13,50.53,0.59,195
Charizard,Ninetales,49.63,49.05,0.58,245
Vileplume,Bellossom,51.04,50.45,0.58,229
Donphan,Dugtrio,51.51,50.93,0.58,185
Starmie,Noctowl,49.33,48.76,0.57,220
Gyarados,Azumarill,49.84,49.27,0.57,245
Donphan,Cradily,51.29,50.73,0.56,197
Vileplume,Raichu,51.2,50.64,0.56,232
Electabuzz,Electrode,49.89,49.33,0.56,235
Bellossom,Persian,48.6,48.05,0.54,236
Suicune,Vaporeon,52.25,51.7,0.54,197
Flygon,Slaking,47.78,47.25,0.53,224
Vileplume,Slowbro,47.81,47.28,0.53,227
Charizard,Pidgeotto,49.23,48.71,0.52,217
Gyarados,Cacturne,49.05,48.53,0.52,203
Rapidash,Cradily,49.14,48.62,0.52,214
Gyarados,Tentacruel,49.03,48.53,0.51,227
Ampharos,Blissey,51.31,50.8,0.51,197
Tyranitar,Persian,49.65,49.15,0.5,210
Donphan,Snorlax,52.07,51.58,0.49,222
Electabuzz,Starmie,50.46,49.97,0.49,235
Xatu,Pupitar,48.4,47.91,0.49,234
Flaaffy,Sandslash,49.52,49.05,0.48,201
Flygon,Bellossom,51.8,51.34,0.47,226
Tyranitar,Snorlax,50.18,49.71,0.47,237
Rapidash,Electabuzz,51.57,51.12,0.46,207
Rapidash,Magneton,48.32,47.86,0.46,198
Manectric,Snorlax,49.57,49.11,0.46,229
Electrode,Noctowl,48.57,48.12,0.45,232
Xatu,Staryu,47.67,47.22,0.45,236
Charizard,Camerupt,49.48,49.03,0.44,215
Skarmory,Electrode,48.97,48.54,0.43,229
Vileplume,Magneton,47.75,47.31,0.43,223
Skarmory,Sandslash,47.93,47.5,0.43,211
Rapidash,Tropius,48.82,48.42,0.4,217
Scyther,Snorlax,49.23,48.83,0.4,244
Xatu,Vibrava,49.08,48.69,0.39,232
Typhlosion,Persian,48.06,47.68,0.38,216
Fearow,Miltank,49.85,49.47,0.38,228
Rapidash,Magmar,48.54,48.16,0.38,230
Xatu,Electrode,51.28,50.91,0.37,194
Venusaur,Noctowl,51.96,51.59,0.37,240
Gyarados,Tyranitar,53.69,53.32,0.37,198
Raichu,Noctowl,49.6,49.23,0.36,228
Jolteon,Starmie,50.17,49.83,0.35,192
Donphan,Marowak,50.74,50.39,0.35,238
Ampharos,Pelipper,47.55,47.2,0.34,201
Electabuzz,Persian,48.5,48.17,0.33,228
Charizard,Miltank,49.03,48.72,0.32,220
Moltres,Miltank,49.73,49.41,0.32,210
Xatu,Magmar,49.32,49.0,0.32,233
Flygon,Flareon,49.64,49.33,0.31,249
Scyther,Marowak,47.93,47.64,0.3,232
Venusaur,Crobat,50.46,50.16,0.3,243
Rapidash,Tentacruel,47.58,47.3,0.29,206
Blissey,Electrode,49.39,49.1,0.29,199
Noctowl,Golem,46.98,46.69,0.29,217
Sceptile,Flareon,50.01,49.73,0.28,198
Venusaur,Marowak,50.24,49.97,0.28,222
Gyarados,Graveler,49.08,48.8,0.28,227
Groudon,Dugtrio,53.39,53.11,0.28,247
Sceptile,Persian,49.92,49.64,0.27,233
Tyranitar,Ninetales,47.84,47.58,0.26,214
Suicune,Magneton,51.62,51.36,0.26,231
Manectric,Typhlosion,50.51,50.26,0.25,225
Venusaur,Vibrava,49.78,49.53,0.25,217
Charizard,Dugtrio,50.77,50.53,0.24,225
Tyranitar,Flareon,49.47,49.23,0.24,200
Gyarados,Steelix,49.18,48.94,0.24,239
Manectric,Raichu,51.06,50.82,0.24,237
Donphan,Camerupt,49.67,49.43,0.24,218
Sceptile,Magcargo,48.56,48.31,0.24,221
Manectric,Feraligatr,50.34,50.1,0.24,230
Moltres,Staryu,49.02,48.79,0.23,197
Scyther,Starmie,50.29,50.06,0.23,263
Sceptile,Tentacruel,48.26,48.03,0.23,228
Flaaffy,Exploud,50.26,50.05,0.22,210
Bellossom,Golem,47.99,47.77,0.22,216
Manectric,Flareon,48.85,48.63,0.22,222
Blissey,Flareon,48.24,48.03,0.21,223
Electabuzz,Crobat,47.94,47.73,0.21,237
Typhlosion,Noctowl,48.87,48.67,0.2,236
Charizard,Magcargo,49.48,49.3,0.19,211
Vileplume,Vaporeon,47.85,47.66,0.19,229
Feraligatr,Noctowl,48.71,48.52,0.19,247
Xatu,Graveler,48.59,48.41,0.18,227
Electabuzz,Typhlosion,50.06,49.89,0.18,251
Tyranitar,Crobat,48.89,48.71,0.18,229
Moltres,Electrike,49.15,48.97,0.18,207
Blastoise,Crobat,49.72,49.54,0.18,226
Suicune,Staryu,50.03,49.88,0.15,202
Jolteon,Feraligatr,49.73,49.58,0.15,237
Bellossom,Flareon,48.28,48.14,0.15,247
Rapidash,Snorlax,49.61,49.47,0.14,204
Donphan,Growlithe,50.57,50.45,0.13,238
Venusaur,Graveler,49.38,49.25,0.12,201
Typhlosion,Slowbro,46.71,46.59,0.12,243
Charizard,Azumarill,49.87,49.75,0.12,224
Electabuzz,Golem,47.99,47.89,0.1,199
Ampharos,Electabuzz,51.13,51.03,0.1,233
Skarmory,Snorlax,48.04,47.95,0.09,214
Moltres,Magcargo,50.08,50.0,0.09,192
Moltres,Lileep,48.86,48.77,0.09,232
Charizard,Graveler,49.37,49.28,0.09,218
Manectric,Vaporeon,47.92,47.84,0.08,228
Electrode,Tropius,46.71,46.64,0.07,210
Vileplume,Blissey,50.41,50.34,0.07,221
Blissey,Noctowl,48.99,48.94,0.05,239
Rapidash,Persian,48.94,48.91,0.03,219
Scyther,Graveler,46.95,46.92,0.03,245
Donphan,Magcargo,49.72,49.69,0.03,218
Xatu,Azumarill,48.9,48.88,0.02,218
Flygon,Tropius,48.78,48.77,0.02,226
Vileplume,Noctowl,49.37,49.37,0.01,212
Noctowl,Dugtrio,46.88,46.88,0.0,212
Rapidash,Azumarill,48.01,48.03,-0.02,214
Flaaffy,Azumarill,48.03,48.05,-0.02,231
Jolteon,Noctowl,49.0,49.03,-0.02,212
Scyther,Exploud,49.35,49.38,-0.03,241
Scyther,Slowbro,47.14,47.18,-0.04,242
Vileplume,Skarmory,49.74,49.78,-0.05,220
Rapidash,Crobat,48.42,48.47,-0.05,207
Xatu,Marowak,49.08,49.12,-0.05,206
Electabuzz,Tropius,47.63,47.69,-0.06,248
Raichu,Golem,47.9,47.96,-0.06,204
Typhlosion,Exploud,48.73,48.8,-0.06,229
Scyther,Sandslash,48.32,48.38,-0.06,224
Donphan,Miltank,49.04,49.11,-0.07,237
Donphan,Staryu,48.41,48.48,-0.07,200
Vileplume,Flareon,48.38,48.45,-0.07,231
Feraligatr,Dugtrio,47.36,47.43,-0.07,265
Scyther,Tropius,47.7,47.78,-0.08,236
Tyranitar,Slaking,47.07,47.15,-0.08,212
Flygon,Slowbro,48.08,48.16,-0.08,223
Ampharos,Jolteon,50.79,50.89,-0.09,218
Fearow,Pidgeotto,49.35,49.46,-0.11,197
Vileplume,Snorlax,48.82,48.93,-0.11,232
Lugia,Pelipper,53.13,53.25,-0.12,231
Blastoise,Cacturne,48.25,48.37,-0.12,224
Tyranitar,Tropius,48.54,48.66,-0.13,208
Sceptile,Golem,49.22,49.36,-0.14,213
Blastoise,Vaporeon,49.13,49.27,-0.14,224
Tyranitar,Graveler,47.66,47.81,-0.15,225
Venusaur,Gloom,47.38,47.53,-0.16,236
Flygon,Vileplume,51.48,51.65,-0.17,237
Charizard,Vibrava,49.39,49.56,-0.17,220
Donphan,Graveler,49.51,49.68,-0.17,211
Sceptile,Dugtrio,49.38,49.55,-0.18,217
Blastoise,Slowbro,48.72,48.89,-0.18,208
Ampharos,Growlithe,48.07,48.25,-0.18,226
Fearow,Lileep,48.63,48.82,-0.19,220
Raichu,Jolteon,50.11,50.3,-0.19,220
Fearow,Tentacruel,49.57,49.76,-0.19,214
Blissey,Cradily,47.47,47.66,-0.19,209
Raichu,Feraligatr,49.58,49.79,-0.21,219
Bellossom,Cradily,47.55,47.77,-0.22,236
Flygon,Camerupt,47.43,47.66,-0.23,246
Sceptile,Vaporeon,48.7,48.94,-0.23,230
Flygon,Magmar,48.27,48.5,-0.23,220
Electabuzz,Vaporeon,47.23,47.47,-0.24,256
Manectric,Sandslash,48.41,48.67,-0.25,239
Tyranitar,Marowak,48.25,48.52,-0.27,198
Blissey,Ninetales,46.1,46.37,-0.27,211
Gyarados,Vaporeon,49.15,49.43,-0.28,219
Flaaffy,Cacturne,47.04,47.32,-0.28,212
Raichu,Crobat,47.52,47.8,-0.28,215
Manectric,Azumarill,47.4,47.67,-0.28,219
Manectric,Crobat,47.81,48.11,-0.3,233
Blastoise,Marowak,49.05,49.35,-0.3,220
Sceptile,Crobat,48.89,49.2,-0.31,224
Blastoise,Azumarill,48.79,49.11,-0.32,226
Suicune,Pidgeotto,50.16,50.5,-0.34,217
Flygon,Magneton,47.85,48.2,-0.34,212
Raichu,Typhlosion,49.61,49.95,-0.34,215
Manectric,Starmie,50.0,50.34,-0.35,215
Starmie,Feraligatr,48.95,49.31,-0.36,241
Sceptile,Ninetales,47.71,48.07,-0.36,228
Xatu,Raichu,51.65,52.02,-0.37,221
Bellossom,Slowbro,46.6,46.97,-0.37,212
Manectric,Golem,47.89,48.27,-0.38,198
Ampharos,Exploud,49.55,49.94,-0.39,212
Raichu,Magmar,47.1,47.49,-0.39,201
Sceptile,Electrike,46.89,47.29,-0.4,205
Venusaur,Pidgeotto,48.28,48.68,-0.4,216
Flygon,Girafarig,47.26,47.66,-0.4,246
Ampharos,Slaking,46.41,46.83,-0.41,226
Moltres,Gloom,47.85,48.27,-0.42,235
Xatu,Crobat,48.9,49.31,-0.42,233
Vileplume,Magcargo,46.62,47.04,-0.42,226
Starmie,Exploud,48.45,48.88,-0.43,235
Sceptile,Pupitar,47.38,47.8,-0.43,211
Tyranitar,Blissey,50.7,51.12,-0.43,211
Bellossom,Dugtrio,47.53,47.97,-0.44,232
Donphan,Pelipper,48.95,49.4,-0.45,256
Gyarados,Magmar,48.94,49.39,-0.45,241
Xatu,Noctowl,50.3,50.75,-0.45,253
Moltres,Camerupt,49.28,49.73,-0.46,220
Manectric,Tropius,47.59,48.06,-0.48,223
Flaaffy,Jolteon,50.51,50.99,-0.48,241
Venusaur,Staryu,47.58,48.06,-0.48,209
Raichu,Vibrava,46.68,47.17,-0.49,225
Raichu,Vaporeon,47.04,47.53,-0.49,217
Electabuzz,Vibrava,46.62,47.11,-0.49,249
Raichu,Flareon,47.82,48.32,-0.5,231
Tyranitar,Growlithe,48.07,48.58,-0.5,220
Gyarados,Exeggutor,48.14,48.64,-0.5,220
Donphan,Vibrava,49.46,49.95,-0.5,230
Flaaffy,Girafarig,46.84,47.34,-0.51,208
Flaaffy,Cradily,48.14,48.64,-0.51,225
Xatu,Skarmory,50.66,51.17,-0.51,212
Rapidash,Marowak,47.76,48.28,-0.52,223
Manectric,Growlithe,47.45,47.98,-0.52,225
Flaaffy,Electrode,49.57,50.09,-0.52,200
Vileplume,Azumarill,46.96,47.5,-0.53,217
Tyranitar,Vibrava,47.55,48.09,-0.53,225
Raichu,Exploud,48.83,49.36,-0.53,224
Manectric,Electabuzz,50.21,50.76,-0.54,230
Noctowl,Pupitar,44.59,45.12,-0.54,226
Rapidash,Growlithe,47.79,48.34,-0.54,208
Manectric,Vibrava,46.94,47.48,-0.54,230
Donphan,Ninetales,48.9,49.45,-0.55,232
Electabuzz,Sandslash,47.73,48.29,-0.56,230
Vileplume,Magmar,47.06,47.62,-0.56,223
Bellossom,Snorlax,48.04,48.62,-0.57,219
Donphan,Slaking,48.45,49.02,-0.57,234
Sceptile,Azumarill,48.2,48.77,-0.57,226
Rapidash,Vaporeon,47.62,48.2,-0.58,206
Donphan,Sandslash,50.55,51.14,-0.59,207
Ampharos,Tropius,47.75,48.34,-0.59,215
Flaaffy,Crobat,47.89,48.49,-0.6,262
Charizard,Lileep,47.46,48.07,-0.61,229
Charizard,Staryu,47.48,48.09,-0.61,208
Scizor,Pupitar,52.03,52.65,-0.62,236
Feraligatr,Exploud,48.02,48.64,-0.62,217
Manectric,Pidgeotto,46.01,46.64,-0.62,239
Sceptile,Tropius,48.54,49.16,-0.62,231
Flaaffy,Raichu,50.57,51.2,-0.63,230
Gyarados,Camerupt,47.91,48.55,-0.64,221
Manectric,Cacturne,46.3,46.94,-0.64,210
Venusaur,Tropius,49.46,50.11,-0.65,246
Donphan,Exeggutor,48.86,49.52,-0.66,245
Skarmory,Pupitar,44.88,45.55,-0.66,222
Fearow,Magneton,49.66,50.32,-0.66,227
Vileplume,Marowak,47.08,47.74,-0.66,240
Electabuzz,Flareon,47.59,48.26,-0.67,232
Flaaffy,Dugtrio,48.17,48.84,-0.67,210
Jolteon,Pidgeotto,45.45,46.12,-0.67,200
Fearow,Noctowl,51.69,52.37,-0.68,226
Ampharos,Electrode,49.29,49.98,-0.69,213
Ampharos,Raichu,50.41,51.09,-0.69,235
Scyther,Vaporeon,46.87,47.55,-0.69,219
Sceptile,Cradily,48.66,49.36,-0.7,240
Raichu,Starmie,49.32,50.03,-0.71,233
Starmie,Camerupt,45.46,46.17,-0.72,219
Tyranitar,Dugtrio,48.32,49.06,-0.74,211
Scyther,Steelix,46.32,47.06,-0.74,227
Gyarados,Ninetales,47.82,48.56,-0.74,214
Gyarados,Electrike,47.04,47.78,-0.74,212
Gyarados,Lileep,46.85,47.59,-0.74,216
Blissey,Marowak,46.56,47.31,-0.75,213
Donphan,Golem,49.98,50.74,-0.76,197
Moltres,Pupitar,48.72,49.48,-0.76,207
Manectric,Cradily,47.49,48.27,-0.77,231
Rapidash,Sandslash,48.25,49.03,-0.77,205
Ampharos,Flareon,48.11,48.91,-0.79,228
Rapidash,Girafarig,46.53,47.33,-0.79,218
Ampharos,Cradily,47.75,48.54,-0.79,198
Tyranitar,Vileplume,50.75,51.55,-0.8,208
Bellossom,Crobat,46.81,47.62,-0.8,234
Electabuzz,Cradily,47.08,47.89,-0.81,262
Ampharos,Girafarig,46.43,47.24,-0.81,218
Dugtrio,Crobat,44.62,45.44,-0.82,229
Starmie,Steelix,45.75,46.56,-0.82,231
Venusaur,Cradily,49.49,50.31,-0.82,224
Ampharos,Ninetales,46.42,47.25,-0.83,205
Fearow,Gloom,47.49,48.31,-0.83,233
Flaaffy,Manectric,50.67,51.51,-0.84,212
Flygon,Magcargo,47.08,47.92,-0.84,201
Exploud,Noctowl,47.23,48.08,-0.85,226
Sceptile,Camerupt,47.2,48.05,-0.85,232
Tyranitar,Azumarill,47.43,48.27,-0.85,234
Flaaffy,Vibrava,47.02,47.87,-0.85,211
Blissey,Crobat,46.65,47.51,-0.85,234
Noctowl,Vaporeon,45.39,46.25,-0.86,200
Manectric,Dugtrio,47.6,48.46,-0.86,222
Scyther,Azumarill,46.53,47.39,-0.86,264
Bellossom,Azumarill,46.31,47.18,-0.87,235
Starmie,Electrode,48.05,48.92,-0.87,209
Blastoise,Magmar,48.35,49.23,-0.88,198
Flygon,Golduck,46.27,47.15,-0.88,228
Charizard,Magneton,48.68,49.57,-0.89,233
Scyther,Golem,47.08,47.98,-0.9,212
Bellossom,Growlithe,46.58,47.48,-0.9,221
Tyranitar,Miltank,46.33,47.24,-0.91,210
Ampharos,Cacturne,46.3,47.22,-0.92,219
Gyarados,Magcargo,47.89,48.81,-0.92,220
Venusaur,Ninetales,48.1,49.02,-0.92,241
Flaaffy,Exeggutor,46.51,47.43,-0.92,214
Blastoise,Vibrava,47.99,48.92,-0.93,212
Sceptile,Steelix,47.46,48.45,-0.98,249
Ampharos,Miltank,45.92,46.91,-0.99,190
Feraligatr,Magneton,45.47,46.47,-0.99,229
Moltres,Golduck,48.22,49.23,-1.0,214
Xatu,Snorlax,49.32,50.31,-1.0,229
Rapidash,Steelix,46.69,47.71,-1.02,230
Blastoise,Dugtrio,48.87,49.89,-1.02,238
Manectric,Exeggutor,46.02,47.05,-1.03,229
Rapidash,Ninetales,46.31,47.34,-1.03,211
Jolteon,Cradily,46.71,47.75,-1.04,246
Typhlosion,Snorlax,47.2,48.24,-1.04,230
Xatu,Vaporeon,48.0,49.05,-1.04,240
Sceptile,Girafarig,47.01,48.06,-1.05,207
Electrode,Flareon,46.16,47.2,-1.05,221
Starmie,Crobat,46.27,47.33,-1.05,237
Flaaffy,Rapidash,50.81,51.87,-1.06,208
Rapidash,Golem,47.57,48.63,-1.06,238
Rapidash,Vibrava,46.77,47.84,-1.07,202
Manectric,Graveler,46.14,47.21,-1.07,240
Flygon,Vibrava,47.1,48.19,-1.09,233
Jolteon,Vaporeon,46.22,47.32,-1.1,220
Suicune,Pupitar,49.48,50.58,-1.1,223
Raichu,Cradily,46.86,47.95,-1.1,237
Jolteon,Exploud,48.05,49.15,-1.1,225
Blastoise,Electrike,46.53,47.62,-1.1,228
Gyarados,Gloom,45.95,47.08,-1.13,211
Rapidash,Electrike,45.43,46.55,-1.13,231
Tyranitar,Magmar,47.26,48.4,-1.14,203
Bellossom,Slaking,44.92,46.05,-1.14,211
Xatu,Steelix,47.41,48.55,-1.14,214
Electabuzz,Tentacruel,45.42,46.56,-1.14,195
Noctowl,Magmar,45.06,46.22,-1.15,221
Sceptile,Staryu,45.95,47.11,-1.16,216
Scyther,Growlithe,46.52,47.69,-1.17,241
Blissey,Magneton,45.72,46.89,-1.17,210
Feraligatr,Vaporeon,45.64,46.81,-1.17,242
Skarmory,Exploud,47.33,48.5,-1.17,230
Venusaur,Cacturne,47.8,48.98,-1.18,242
Bellossom,Feraligatr,48.42,49.61,-1.18,243
Electabuzz,Marowak,46.37,47.55,-1.18,206
Starmie,Golem,46.3,47.48,-1.19,216
Tyranitar,Vaporeon,47.24,48.44,-1.2,250
Manectric,Girafarig,45.75,46.97,-1.21,219
Snorlax,Tropius,44.83,46.05,-1.22,246
Flaaffy,Vaporeon,47.0,48.22,-1.22,223
Ampharos,Exeggutor,46.11,47.33,-1.22,224
Ampharos,Graveler,46.26,47.48,-1.22,211
Blissey,Sandslash,46.83,48.06,-1.23,221
Scyther,Persian,47.04,48.27,-1.23,208
Raichu,Sandslash,47.12,48.36,-1.24,213
Tyranitar,Camerupt,46.32,47.56,-1.24,217
Flaaffy,Magneton,46.63,47.88,-1.24,221
Vileplume,Crobat,46.69,47.93,-1.24,224
Typhlosion,Feraligatr,47.98,49.23,-1.25,245
Blastoise,Girafarig,47.14,48.39,-1.25,213
Flaaffy,Golduck,45.58,46.83,-1.25,239
Manectric,Jolteon,49.35,50.61,-1.26,224
Tyranitar,Girafarig,46.3,47.56,-1.26,222
Fearow,Staryu,47.58,48.84,-1.26,232
Noctowl,Persian,45.69,46.97,-1.28,224
Raichu,Dugtrio,46.87,48.15,-1.28,193
Manectric,Magcargo,45.92,47.22,-1.3,210
Charizard,Electrike,46.96,48.27,-1.31,247
Feraligatr,Magmar,45.45,46.77,-1.32,214
Flaaffy,Pupitar,45.75,47.09,-1.34,207
Jolteon,Magneton,45.63,46.98,-1.34,217
Noctowl,Snorlax,46.18,47.53,-1.35,239
Ampharos,Vaporeon,46.75,48.11,-1.36,210
Scyther,Lileep,44.35,45.71,-1.36,200
Electabuzz,Pidgeotto,44.88,46.26,-1.38,242
Ampharos,Camerupt,45.83,47.23,-1.4,212
Jolteon,Magcargo,45.3,46.7,-1.4,220
Typhlosion,Cacturne,44.67,46.07,-1.4,218
Exploud,Dugtrio,45.59,47.0,-1.4,232
Donphan,Gloom,46.56,47.96,-1.4,222
Xatu,Sandslash,48.46,49.87,-1.41,200
Electabuzz,Jolteon,48.82,50.23,-1.42,211
Scyther,Girafarig,45.25,46.68,-1.43,247
Jolteon,Exeggutor,45.09,46.53,-1.44,248
Tyranitar,Ampharos,50.57,52.0,-1.44,224
Charizard,Pelipper,47.55,49.0,-1.45,230
Xatu,Growlithe,47.73,49.18,-1.45,238
Vileplume,Electrike,44.55,46.02,-1.46,209
Typhlosion,Exeggutor,44.72,46.18,-1.46,268
Snorlax,Growlithe,44.48,45.95,-1.47,226
Typhlosion,Golem,45.93,47.4,-1.47,227
Blissey,Persian,46.48,47.95,-1.47,217
Starmie,Marowak,45.65,47.14,-1.48,222
Raichu,Pelipper,45.13,46.62,-1.49,214
Bellossom,Graveler,45.23,46.72,-1.49,235
Feraligatr,Growlithe,45.44,46.95,-1.5,231
Flaaffy,Magcargo,46.1,47.6,-1.5,200
Xatu,Camerupt,46.66,48.16,-1.51,204
Flaaffy,Graveler,46.08,47.59,-1.51,208
Skarmory,Dugtrio,45.79,47.3,-1.51,220
Vileplume,Dugtrio,46.77,48.28,-1.51,213
Blissey,Magcargo,45.1,46.62,-1.52,218
Venusaur,Lileep,46.51,48.04,-1.53,207
Bellossom,Vaporeon,45.81,47.34,-1.54,240
Flygon,Miltank,45.8,47.34,-1.54,219
Typhlosion,Marowak,45.51,47.05,-1.54,213
Flygon,Pidgeotto,45.79,47.34,-1.55,235
Venusaur,Pupitar,47.21,48.75,-1.55,247
Electabuzz,Dugtrio,46.53,48.09,-1.56,223
Raichu,Snorlax,47.24,48.8,-1.56,225
Bellossom,Camerupt,44.91,46.47,-1.56,203
Sceptile,Golduck,45.98,47.55,-1.57,241
Flygon,Marowak,47.05,48.62,-1.57,214
Scyther,Noctowl,47.69,49.26,-1.57,238
Tyranitar,Bellossom,49.65,51.23,-1.58,224
Tyranitar,Exeggutor,46.07,47.65,-1.58,223
Manectric,Persian,46.96,48.55,-1.59,204
Noctowl,Growlithe,44.8,46.39,-1.59,223
Feraligatr,Sandslash,46.04,47.64,-1.6,224
Tyranitar,Pidgeotto,45.63,47.23,-1.6,203
Rapidash,Graveler,45.97,47.57,-1.6,223
Manectric,Gloom,43.89,45.49,-1.6,204
Feraligatr,Cradily,45.63,47.23,-1.61,227
Skarmory,Tropius,45.29,46.9,-1.61,231
Raichu,Marowak,46.0,47.61,-1.61,219
Gyarados,Staryu,45.98,47.61,-1.62,225
Flygon,Steelix,46.42,48.05,-1.63,227
Donphan,Magneton,48.33,49.97,-1.63,221
Ampharos,Vibrava,46.13,47.76,-1.63,222
Exploud,Magneton,44.39,46.03,-1.64,209
Skarmory,Persian,45.74,47.38,-1.64,246
Scyther,Skarmory,48.04,49.68,-1.64,242
Sceptile,Pelipper,46.38,48.02,-1.65,217
Jolteon,Vibrava,45.32,46.97,-1.65,247
Blastoise,Lileep,45.77,47.42,-1.65,233
Starmie,Snorlax,46.67,48.33,-1.65,236
Scyther,Cradily,46.32,47.98,-1.66,235
Flaaffy,Pelipper,45.64,47.31,-1.67,219
Flygon,Electrike,45.22,46.89,-1.67,238
Flygon,Golem,47.3,48.97,-1.67,225
Flaaffy,Camerupt,45.66,47.34,-1.68,225
Flareon,Persian,44.36,46.05,-1.69,240
Electrode,Azumarill,44.55,46.25,-1.7,228
Feraligatr,Exeggutor,44.32,46.02,-1.7,235
Charizard,Cacturne,47.31,49.02,-1.7,189
Starmie,Growlithe,45.47,47.19,-1.72,219
Donphan,Cacturne,47.69,49.41,-1.72,240
Flygon,Exeggutor,46.02,47.75,-1.73,231
Jolteon,Tropius,45.81,47.55,-1.73,234
Starmie,Flareon,46.11,47.84,-1.73,221
Sceptile,Vibrava,46.84,48.58,-1.74,204
Blissey,Steelix,45.0,46.75,-1.74,220
Manectric,Marowak,46.17,47.92,-1.75,225
Vileplume,Gloom,43.56,45.31,-1.75,242
Blastoise,Miltank,46.32,48.07,-1.75,209
Feraligatr,Steelix,44.57,46.32,-1.75,228
Raichu,Persian,46.49,48.24,-1.75,224
Golem,Tentacruel,42.32,44.08,-1.76,208
Skarmory,Miltank,43.71,45.47,-1.76,198
Flygon,Staryu,44.96,46.72,-1.76,208
Electabuzz,Feraligatr,47.95,49.73,-1.77,246
Raichu,Azumarill,45.6,47.36,-1.77,209
Raichu,Electrode,47.63,49.39,-1.77,255
Feraligatr,Vibrava,44.68,46.45,-1.77,219
Electabuzz,Exploud,47.52,49.29,-1.77,216
Tyranitar,Steelix,46.17,47.95,-1.78,205
Scyther,Magmar,45.73,47.52,-1.78,227
Rapidash,Lileep,44.57,46.36,-1.78,230
Sceptile,Miltank,45.94,47.73,-1.79,201
Tyranitar,Lileep,44.81,46.59,-1.79,226
Sandslash,Growlithe,43.72,45.51,-1.79,190
Typhlosion,Azumarill,45.01,46.8,-1.8,208
Sceptile,Pidgeotto,45.93,47.73,-1.8,240
Sceptile,Marowak,47.21,49.02,-1.8,234
Sceptile,Slowbro,46.75,48.56,-1.81,221
Noctowl,Magcargo,43.83,45.64,-1.81,222
Tyranitar,Feraligatr,48.89,50.7,-1.81,223
Vileplume,Graveler,45.21,47.03,-1.82,200
Feraligatr,Electrode,46.85,48.67,-1.82,241
Exploud,Snorlax,45.82,47.65,-1.82,239
Scyther,Cacturne,44.84,46.66,-1.82,225
Feraligatr,Snorlax,46.25,48.08,-1.83,228
Blastoise,Pelipper,46.53,48.36,-1.83,245
Vileplume,Girafarig,44.95,46.78,-1.83,210
Bellossom,Sandslash,46.33,48.17,-1.84,213
Typhlosion,Graveler,44.5,46.34,-1.84,211
Jolteon,Pelipper,44.57,46.41,-1.84,233
Noctowl,Sandslash,45.24,47.08,-1.84,214
Flygon,Dugtrio,47.31,49.16,-1.85,254
Jolteon,Electrode,47.33,49.19,-1.85,207
Electrode,Exeggutor,43.77,45.62,-1.85,235
Skarmory,Tentacruel,43.92,45.77,-1.85,223
Bellossom,Girafarig,44.6,46.47,-1.87,224
Electabuzz,Pupitar,44.46,46.34,-1.87,225
Bellossom,Tropius,45.7,47.57,-1.87,254
Vileplume,Staryu,43.96,45.84,-1.88,221
Flygon,Lileep,44.81,46.7,-1.88,232
Flaaffy,Growlithe,46.48,48.36,-1.88,225
Jolteon,Azumarill,45.28,47.16,-1.88,247
Vileplume,Cradily,46.19,48.09,-1.89,251
Ampharos,Steelix,45.74,47.62,-1.89,217
Tyranitar,Electrike,44.9,46.8,-1.9,229
Rapidash,Slaking,45.01,46.91,-1.9,195
Blissey,Pidgeotto,44.13,46.03,-1.9,227
Donphan,Azumarill,48.24,50.14,-1.91,215
Raichu,Girafarig,44.74,46.66,-1.91,198
Bellossom,Magneton,45.08,47.0,-1.92,246
Scyther,Magneton,45.29,47.21,-1.92,212
Electabuzz,Girafarig,44.66,46.59,-1.93,245
Skarmory,Golem,45.18,47.1,-1.93,225
