Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Electabuzz,Raticate,58.4,54.6,3.79,75
Vaporeon,Magby,55.31,51.52,3.79,82
Ninetales,Marshtomp,52.5,48.71,3.79,91
Ninetales,Slugma,54.98,51.2,3.79,74
Ninetales,Trapinch,54.64,50.86,3.78,69
Tentacruel,Cubone,54.97,51.2,3.78,66
Vaporeon,Sunkern,53.84,50.07,3.77,69
Porygon2,Smeargle,54.05,50.3,3.76,75
Meganium,Girafarig,56.71,52.95,3.76,82
Persian,Exeggcute,55.19,51.43,3.76,68
Crobat,Smeargle,56.73,52.97,3.76,74
Dugtrio,Ponyta,57.66,53.9,3.76,71
Lileep,Voltorb,52.59,48.84,3.75,73
Electrode,Minun,56.03,52.27,3.75,77
Mantine,Ponyta,54.6,50.85,3.75,72
Xatu,Pelipper,61.12,57.38,3.74,70
Tentacruel,Spearow,56.49,52.77,3.72,78
Electabuzz,Sunkern,55.49,51.77,3.71,59
Dugtrio,Pikachu,53.79,50.08,3.71,72
Jolteon,Mareep,55.46,51.75,3.71,74
Porygon2,Ivysaur,56.11,52.41,3.7,77
Meganium,Golbat,56.31,52.61,3.7,70
Loudred,Golbat,54.98,51.28,3.7,80
Vibrava,Dugtrio,62.2,58.5,3.7,60
Magmar,Minun,57.75,54.05,3.7,71
Electrode,Grovyle,56.39,52.7,3.69,69
Vaporeon,Elekid,55.13,51.44,3.69,69
Vibrava,Slugma,56.13,52.44,3.69,66
Flaaffy,Sunkern,52.06,48.37,3.69,73
Jolteon,Cubone,57.58,53.91,3.68,73
Vaporeon,Sandshrew,56.68,53.01,3.67,82
Electabuzz,Elekid,56.82,53.14,3.67,64
Xatu,Oddish,54.92,51.26,3.66,85
Graveler,Quilava,52.1,48.45,3.65,67
Electrike,Blaziken,56.25,52.6,3.64,60
Electrode,Camerupt,57.69,54.05,3.64,87
Flareon,Sunkern,55.28,51.63,3.64,76
Magmar,Geodude,55.43,51.8,3.63,65
Porygon2,Meganium,58.23,54.6,3.63,73
Staryu,Loudred,55.77,52.15,3.62,74
Flaaffy,Staryu,58.81,55.2,3.61,73
Persian,Camerupt,58.77,55.17,3.61,68
Electrike,Growlithe,56.17,52.56,3.61,82
Meganium,Pupitar,54.88,51.28,3.6,74
Exploud,Bayleef,53.71,50.11,3.6,58
Loudred,Pidgey,50.54,46.94,3.6,69
Slowbro,Plusle,58.36,54.76,3.6,79
Xatu,Magby,55.87,52.27,3.6,75
Cacturne,Growlithe,57.6,54.02,3.59,66
Vaporeon,Ivysaur,58.87,55.28,3.59,84
Vibrava,Exeggcute,55.54,51.95,3.59,75
Miltank,Psyduck,52.78,49.2,3.58,73
Magmar,Pikachu,55.06,51.49,3.57,74
Crobat,Cacnea,54.3,50.73,3.57,72
Staryu,Sandshrew,52.59,49.03,3.57,65
Electrode,Swampert,56.82,53.25,3.57,79
Tentacruel,Phanpy,55.55,51.98,3.56,83
Persian,Grovyle,57.38,53.81,3.56,66
Tentacruel,Raticate,54.5,50.94,3.56,78
Vibrava,Mareep,54.0,50.45,3.55,70
Porygon2,Minun,55.14,51.6,3.54,74
Ninetales,Pelipper,58.37,54.83,3.54,94
Vibrava,Pelipper,59.61,56.07,3.54,69
Tentacruel,Wartortle,55.08,51.55,3.53,76
Crobat,Voltorb,55.42,51.89,3.53,60
Crobat,Marill,54.78,51.26,3.52,77
Electrode,Slugma,54.31,50.8,3.51,64
Donphan,Pidgey,56.41,52.92,3.5,91
Flaaffy,Croconaw,55.18,51.68,3.5,64
Pupitar,Pidgey,49.0,45.5,3.5,89
Magmar,Chansey,55.33,51.83,3.5,66
Vibrava,Marshtomp,53.45,49.95,3.5,62
Golduck,Graveler,56.47,52.97,3.5,62
Xatu,Slowpoke,54.79,51.3,3.49,69
Vibrava,Gloom,59.22,55.74,3.48,77
Golduck,Wingull,51.2,47.73,3.48,73
Golbat,Blaziken,54.43,50.95,3.48,72
Vibrava,Larvitar,54.48,51.01,3.47,76
Cacturne,Grovyle,56.6,53.14,3.46,70
Cacturne,Mantine,57.72,54.26,3.46,81
Golduck,Natu,55.29,51.83,3.46,77
Electrike,Spearow,54.98,51.53,3.45,77
Blaziken,Smeargle,51.54,48.08,3.45,71
Dugtrio,Larvitar,53.18,49.74,3.44,80
Gloom,Vulpix,48.6,45.16,3.44,79
Meganium,Pelipper,56.65,53.21,3.44,89
Exeggutor,Minun,56.03,52.59,3.43,74
Slowbro,Pidgey,54.81,51.41,3.41,84
Golduck,Minun,55.23,51.83,3.41,56
Vibrava,Pidgey,54.53,51.13,3.4,76
Pupitar,Cubone,50.36,46.97,3.4,60
Porygon2,Blaziken,56.33,52.94,3.39,73
Staryu,Gloom,55.7,52.31,3.39,79
Miltank,Phanpy,55.48,52.09,3.39,79
Cacturne,Exeggcute,54.13,50.75,3.38,72
Tentacruel,Slugma,54.41,51.03,3.37,66
Vibrava,Zubat,53.33,49.96,3.37,69
Girafarig,Swampert,54.29,50.92,3.36,75
Jolteon,Elekid,55.55,52.19,3.36,80
Meganium,Natu,54.41,51.05,3.35,64
Electrike,Smeargle,53.31,49.96,3.35,66
Lileep,Meganium,57.56,54.22,3.34,67
Electrike,Golbat,56.17,52.83,3.34,87
Gloom,Raticate,51.64,48.31,3.33,61
Porygon2,Camerupt,56.7,53.37,3.33,69
Tentacruel,Staryu,58.27,54.95,3.33,64
Jolteon,Psyduck,55.12,51.8,3.32,85
Jolteon,Tentacool,53.81,50.49,3.32,86
Gloom,Natu,53.2,49.89,3.32,72
Ivysaur,Plusle,52.75,49.44,3.31,66
Jolteon,Flaaffy,63.25,59.94,3.31,81
Meganium,Mantine,55.9,52.59,3.31,77
Tentacruel,Sunflora,54.8,51.5,3.3,68
Miltank,Pupitar,56.14,52.84,3.3,87
Pidgeotto,Smeargle,52.08,48.78,3.29,73
Exploud,Zubat,52.47,49.17,3.29,72
Crobat,Pidgey,54.77,51.49,3.28,78
Vibrava,Marill,54.17,50.9,3.27,77
Dugtrio,Meganium,58.91,55.64,3.27,62
Vaporeon,Bayleef,54.71,51.45,3.26,81
Ninetales,Plusle,56.51,53.25,3.26,79
Jolteon,Slowpoke,54.55,51.3,3.25,80
Dugtrio,Combusken,53.41,50.16,3.25,65
Ponyta,Graveler,53.7,50.45,3.25,80
Persian,Wingull,52.55,49.3,3.25,70
Exeggutor,Plusle,56.41,53.17,3.24,80
Slowbro,Slugma,55.95,52.71,3.24,73
Cacturne,Eevee,52.04,48.8,3.24,76
Crobat,Psyduck,54.08,50.86,3.23,72
Staryu,Graveler,54.86,51.62,3.23,77
Golduck,Cubone,53.74,50.51,3.23,85
Cacturne,Diglett,52.92,49.69,3.23,77
Cacturne,Swampert,56.91,53.69,3.22,72
Camerupt,Grovyle,53.46,50.24,3.22,88
Ponyta,Swampert,53.49,50.28,3.21,83
Cacturne,Geodude,53.67,50.47,3.21,82
Miltank,Grovyle,56.25,53.03,3.21,60
Electrike,Charmeleon,55.56,52.36,3.2,75
Donphan,Slowpoke,54.98,51.78,3.2,65
Growlithe,Ponyta,53.81,50.61,3.2,67
Persian,Loudred,58.25,55.06,3.19,77
Cacturne,Slugma,54.43,51.24,3.19,75
Golduck,Vigoroth,53.18,50.01,3.17,78
Tentacruel,Electrike,58.88,55.72,3.16,70
Electrode,Elekid,52.41,49.25,3.16,80
Electabuzz,Electrike,62.54,59.39,3.15,65
Natu,Phanpy,50.68,47.53,3.15,62
Loudred,Croconaw,51.77,48.62,3.15,70
Pelipper,Geodude,51.1,47.96,3.14,76
Vaporeon,Onix,55.35,52.22,3.13,78
Ninetales,Raticate,54.23,51.1,3.13,75
Lileep,Smeargle,53.04,49.91,3.12,79
Xatu,Marill,55.33,52.2,3.12,71
Graveler,Voltorb,49.92,46.81,3.11,59
Staryu,Ivysaur,54.4,51.3,3.11,67
Pelipper,Golbat,54.87,51.77,3.1,61
Dugtrio,Geodude,53.49,50.39,3.1,63
Miltank,Minun,55.71,52.61,3.1,69
Golduck,Slowpoke,50.99,47.91,3.09,87
Staryu,Magnemite,53.3,50.21,3.09,82
Donphan,Pikachu,56.22,53.14,3.08,75
Golduck,Plusle,55.47,52.4,3.07,70
Ninetales,Zubat,51.79,48.72,3.07,87
Loudred,Quilava,52.02,48.98,3.05,57
Swampert,Quilava,51.34,48.28,3.05,57
Porygon2,Raticate,53.08,50.03,3.05,82
Tentacruel,Exeggcute,53.58,50.55,3.04,72
Flaaffy,Bayleef,52.78,49.75,3.03,75
Pelipper,Graveler,54.38,51.35,3.03,68
Golduck,Slugma,53.37,50.35,3.02,85
Slowbro,Zubat,53.26,50.23,3.02,84
Golduck,Smeargle,53.52,50.52,3.0,62
Persian,Croconaw,55.3,52.3,3.0,54
Graveler,Raticate,50.61,47.62,2.99,63
Golbat,Whismur,51.4,48.42,2.98,61
Vibrava,Minun,56.89,53.91,2.98,64
Ninetales,Girafarig,57.54,54.57,2.97,71
Golbat,Chansey,50.37,47.39,2.97,77
Electrike,Whismur,53.04,50.08,2.97,73
Vibrava,Lileep,60.05,57.08,2.97,72
Staryu,Croconaw,52.37,49.39,2.97,78
Flaaffy,Marill,52.73,49.76,2.97,67
Slowbro,Elekid,54.11,51.16,2.96,78
Persian,Onix,54.1,51.14,2.96,60
Lileep,Minun,54.18,51.22,2.96,63
Slowbro,Mareep,53.68,50.72,2.96,76
Lileep,Marshtomp,50.21,47.26,2.95,83
Vaporeon,Zubat,53.47,50.52,2.95,73
Camerupt,Mantine,54.31,51.36,2.95,68
Jolteon,Oddish,54.22,51.27,2.95,80
Vibrava,Grovyle,57.28,54.33,2.95,80
Electrike,Cubone,52.89,49.95,2.94,77
Electrode,Blaziken,56.56,53.61,2.94,77
Cacturne,Cacnea,52.1,49.17,2.93,64
Miltank,Hoothoot,52.6,49.69,2.92,68
Meganium,Smeargle,52.67,49.74,2.92,77
Crobat,Slowpoke,53.27,50.35,2.92,73
Ponyta,Smeargle,50.92,48.0,2.92,71
Electrike,Trapinch,52.38,49.46,2.92,74
Girafarig,Spearow,53.13,50.22,2.91,67
Pelipper,Charmeleon,54.22,51.3,2.91,84
Dugtrio,Swampert,56.52,53.61,2.91,77
Electrode,Pupitar,55.41,52.5,2.91,72
Golduck,Exeggcute,52.77,49.86,2.91,73
Jolteon,Meowth,53.88,50.98,2.9,67
Lileep,Blaziken,55.45,52.56,2.89,74
Growlithe,Ivysaur,53.04,50.16,2.88,69
Ninetales,Grovyle,55.97,53.09,2.88,64
Staryu,Ponyta,54.62,51.75,2.88,78
Porygon2,Magby,51.53,48.66,2.87,74
Exploud,Sunflora,54.96,52.12,2.85,88
Golduck,Sunflora,53.67,50.81,2.85,74
Flareon,Diglett,55.85,53.01,2.84,71
Miltank,Raticate,53.88,51.05,2.84,60
Exploud,Plusle,56.53,53.7,2.83,101
Magmar,Magby,53.93,51.1,2.83,80
Donphan,Mareep,55.06,52.23,2.83,70
Dugtrio,Elekid,52.43,49.61,2.82,76
Cacturne,Onix,53.29,50.47,2.82,81
Flaaffy,Zubat,51.64,48.82,2.82,75
Porygon2,Larvitar,51.51,48.7,2.81,75
Electrode,Croconaw,54.0,51.19,2.81,73
Slowbro,Minun,56.99,54.19,2.8,63
Cacturne,Quilava,54.77,51.98,2.8,91
Electrode,Golbat,56.64,53.84,2.8,76
Crobat,Pidgeotto,59.1,56.31,2.79,69
Flaaffy,Slugma,54.09,51.3,2.79,68
Crobat,Croconaw,55.96,53.18,2.78,69
Vaporeon,Croconaw,56.16,53.38,2.78,67
Swampert,Ivysaur,52.61,49.84,2.78,81
Porygon2,Loudred,56.04,53.27,2.78,74
Persian,Geodude,53.93,51.14,2.78,79
Magmar,Blaziken,58.16,55.39,2.77,60
Cacturne,Numel,52.31,49.53,2.77,87
Vibrava,Psyduck,53.26,50.5,2.77,64
Persian,Quilava,55.43,52.66,2.77,69
Loudred,Charmeleon,53.58,50.81,2.77,89
Dugtrio,Tentacool,50.68,47.91,2.77,85
Jolteon,Zubat,54.03,51.27,2.76,61
Crobat,Golbat,58.58,55.84,2.75,63
Persian,Zubat,52.2,49.45,2.75,82
Dugtrio,Cubone,54.06,51.33,2.74,68
Cacturne,Sunflora,54.45,51.7,2.74,80
Gloom,Spearow,52.87,50.14,2.73,65
Exploud,Croconaw,54.76,52.03,2.73,79
Golduck,Combusken,52.08,49.34,2.73,70
Jolteon,Cacnea,54.41,51.67,2.73,81
Tentacruel,Swampert,56.22,53.48,2.73,81
Crobat,Chansey,54.77,52.05,2.72,76
Exploud,Meowth,51.6,48.88,2.72,79
Electrike,Gloom,55.81,53.09,2.72,74
Lileep,Slugma,52.46,49.75,2.72,88
Donphan,Zubat,54.46,51.75,2.72,65
Girafarig,Gloom,54.48,51.78,2.7,68
Donphan,Geodude,56.14,53.45,2.7,77
Mantine,Pikachu,49.73,47.03,2.7,57
Slowbro,Hoothoot,53.96,51.25,2.7,66
Graveler,Charmeleon,52.99,50.28,2.7,68
Porygon2,Eevee,50.38,47.69,2.7,64
Electrike,Pidgeotto,55.99,53.3,2.69,76
Electabuzz,Voltorb,56.48,53.8,2.69,85
Charmeleon,Croconaw,50.75,48.05,2.69,66
Camerupt,Croconaw,51.41,48.73,2.68,80
Lileep,Combusken,51.42,48.74,2.68,76
Flareon,Tentacool,53.97,51.3,2.67,81
Porygon2,Wartortle,53.32,50.64,2.67,84
Ninetales,Growlithe,56.64,53.97,2.67,83
Vaporeon,Marill,54.12,51.46,2.66,91
Cacturne,Graveler,56.51,53.86,2.66,73
Pelipper,Loudred,54.53,51.88,2.66,86
Xatu,Tentacool,53.14,50.48,2.65,67
Pelipper,Sunflora,51.85,49.2,2.65,60
Ninetales,Bayleef,52.3,49.65,2.65,70
Camerupt,Loudred,54.12,51.48,2.64,85
Magmar,Cubone,55.37,52.73,2.64,77
Exeggutor,Gloom,57.06,54.42,2.64,76
Gloom,Grovyle,52.94,50.3,2.64,86
Pelipper,Minun,52.84,50.21,2.63,78
Donphan,Chansey,56.1,53.48,2.63,64
Tentacruel,Combusken,52.65,50.03,2.62,80
Jolteon,Marshtomp,53.87,51.26,2.61,77
Exploud,Wartortle,54.78,52.17,2.61,76
Electabuzz,Flaaffy,63.5,60.89,2.6,61
Flaaffy,Numel,52.19,49.59,2.6,86
Girafarig,Growlithe,53.85,51.25,2.6,59
Jolteon,Vulpix,53.09,50.5,2.59,84
Loudred,Mantine,53.85,51.26,2.59,62
Exeggutor,Psyduck,51.77,49.18,2.59,69
Golbat,Mantine,53.74,51.16,2.59,75
Dugtrio,Smeargle,53.93,51.33,2.59,81
Golbat,Minun,52.2,49.61,2.59,66
Magmar,Zubat,52.68,50.1,2.58,70
Persian,Hoothoot,53.04,50.47,2.58,65
Meganium,Grovyle,54.02,51.47,2.55,78
Crobat,Sunkern,52.42,49.87,2.55,88
Electrode,Cubone,53.51,50.96,2.55,76
Vibrava,Vulpix,51.74,49.19,2.55,72
Tentacruel,Sunkern,50.65,48.11,2.54,66
Pelipper,Cubone,51.44,48.89,2.54,92
Exeggutor,Sandshrew,53.67,51.14,2.53,69
Donphan,Oddish,54.27,51.74,2.53,67
Flaaffy,Trapinch,53.5,50.97,2.53,63
Magmar,Trapinch,54.77,52.24,2.52,79
Electrode,Quilava,54.06,51.53,2.52,91
Electrode,Natu,54.8,52.28,2.52,74
Donphan,Sunkern,53.81,51.3,2.51,70
Magmar,Voltorb,54.17,51.67,2.5,64
Donphan,Diglett,55.17,52.67,2.5,71
Flareon,Meowth,54.28,51.79,2.49,60
Ninetales,Croconaw,54.07,51.58,2.49,62
Loudred,Sunflora,51.2,48.7,2.49,77
Flaaffy,Phanpy,54.71,52.25,2.47,87
Lileep,Raticate,52.12,49.65,2.47,81
Pelipper,Gloom,54.5,52.04,2.46,74
Tentacruel,Golbat,56.53,54.08,2.46,83
Dugtrio,Ivysaur,55.89,53.45,2.44,77
Miltank,Quilava,54.32,51.88,2.44,74
Flaaffy,Combusken,52.73,50.29,2.44,75
Vaporeon,Wartortle,55.95,53.52,2.44,67
Electrike,Onix,51.45,49.02,2.44,68
Flaaffy,Pikachu,52.65,50.22,2.43,60
Donphan,Vulpix,53.4,50.98,2.43,66
Vibrava,Croconaw,55.24,52.82,2.42,66
Electrode,Cacnea,51.14,48.73,2.41,87
Golduck,Ivysaur,55.04,52.64,2.41,64
Persian,Trapinch,54.0,51.59,2.41,75
Ninetales,Tentacool,50.35,47.94,2.41,69
Tentacruel,Geodude,52.66,50.26,2.4,76
Crobat,Larvitar,53.77,51.37,2.4,76
Dugtrio,Magnemite,54.76,52.36,2.4,74
Jolteon,Dugtrio,62.21,59.81,2.4,60
Golbat,Onix,49.75,47.36,2.39,64
Gloom,Whismur,51.08,48.69,2.39,89
Vaporeon,Combusken,54.37,51.99,2.38,69
Vaporeon,Meowth,52.6,50.23,2.38,63
Mantine,Growlithe,53.26,50.89,2.37,63
Dugtrio,Loudred,56.68,54.3,2.37,72
Miltank,Wartortle,54.03,51.66,2.37,81
Girafarig,Sandshrew,50.86,48.49,2.37,63
Tentacruel,Plusle,55.45,53.09,2.37,80
Slowbro,Meowth,52.3,49.94,2.36,65
Cacturne,Tentacool,50.34,47.98,2.36,72
Donphan,Trapinch,56.25,53.89,2.36,84
Persian,Graveler,56.89,54.53,2.36,84
Staryu,Pidgeotto,54.87,52.53,2.34,73
Donphan,Marill,55.02,52.69,2.34,81
Staryu,Sunflora,51.8,49.48,2.33,63
Camerupt,Growlithe,53.43,51.12,2.31,83
Miltank,Combusken,52.45,50.14,2.31,75
Ninetales,Onix,52.72,50.42,2.3,65
Flaaffy,Vigoroth,53.24,50.95,2.29,76
Exeggutor,Mareep,51.41,49.13,2.28,82
Loudred,Growlithe,53.29,51.02,2.28,80
Porygon2,Pelipper,56.04,53.76,2.28,76
Exeggutor,Croconaw,53.78,51.5,2.28,74
Lileep,Chansey,51.27,49.0,2.27,64
Growlithe,Graveler,52.76,50.49,2.27,73
Tentacruel,Chansey,52.56,50.29,2.27,65
Ninetales,Chansey,52.71,50.45,2.26,63
Crobat,Meowth,52.27,50.03,2.25,86
Meganium,Vigoroth,51.48,49.23,2.25,71
Miltank,Diglett,51.84,49.59,2.25,93
Magmar,Pidgey,53.51,51.27,2.24,77
Ninetales,Swampert,55.89,53.64,2.24,96
Porygon2,Swampert,54.81,52.58,2.24,76
Vibrava,Trapinch,54.34,52.11,2.23,65
Exeggutor,Ivysaur,55.64,53.41,2.23,71
Lileep,Gloom,55.28,53.05,2.23,68
Slowbro,Cubone,55.1,52.87,2.23,74
Flaaffy,Voltorb,52.62,50.39,2.23,77
Electrode,Plusle,55.08,52.85,2.23,69
Dugtrio,Numel,51.69,49.46,2.23,64
Meganium,Oddish,49.32,47.09,2.22,65
Cacturne,Meowth,50.69,48.47,2.22,60
Magmar,Numel,53.08,50.87,2.21,87
Ponyta,Natu,51.52,49.31,2.21,73
Pelipper,Exeggcute,50.45,48.24,2.2,67
Crobat,Wingull,52.37,50.17,2.2,65
Exeggutor,Golbat,56.36,54.16,2.2,82
Vaporeon,Slowpoke,52.74,50.55,2.19,72
Cacturne,Spearow,55.16,52.98,2.18,82
Exploud,Spearow,55.57,53.39,2.18,73
Porygon2,Golbat,55.33,53.16,2.17,59
Mantine,Slugma,50.28,48.12,2.17,70
Blaziken,Spearow,51.82,49.66,2.17,68
Donphan,Sandshrew,56.39,54.23,2.16,74
Mantine,Phanpy,51.22,49.06,2.16,79
Electrike,Pidgey,50.64,48.48,2.15,68
Vaporeon,Marshtomp,52.66,50.51,2.15,73
Cacturne,Gloom,56.68,54.55,2.14,70
Magmar,Marill,53.17,51.04,2.13,70
Magmar,Mareep,52.72,50.58,2.13,76
Swampert,Natu,51.15,49.03,2.12,68
Golduck,Geodude,51.69,49.58,2.11,84
Exeggutor,Diglett,51.68,49.57,2.11,58
Camerupt,Magnemite,51.65,49.55,2.11,86
Slowbro,Magby,53.34,51.24,2.1,82
Mantine,Cubone,50.38,48.28,2.1,69
Pelipper,Pupitar,52.54,50.44,2.1,73
Xatu,Marshtomp,53.35,51.26,2.1,56
Electrode,Wartortle,53.42,51.32,2.1,88
Golduck,Grovyle,54.34,52.25,2.1,69
Magmar,Smeargle,54.83,52.74,2.08,69
Pidgeotto,Natu,52.17,50.09,2.08,60
Exploud,Eevee,51.29,49.21,2.08,66
Flaaffy,Sunflora,53.83,51.76,2.07,76
Camerupt,Plusle,52.47,50.4,2.07,93
Cacturne,Raticate,53.22,51.14,2.07,84
Xatu,Cacnea,53.74,51.67,2.07,81
Persian,Meowth,51.21,49.15,2.06,74
Flaaffy,Wingull,50.73,48.67,2.06,66
Slowbro,Whismur,55.05,53.0,2.06,75
Blaziken,Wartortle,50.49,48.44,2.06,75
Dugtrio,Hoothoot,51.77,49.71,2.06,87
Porygon2,Phanpy,53.13,51.08,2.05,63
Cacturne,Mareep,51.3,49.25,2.05,72
Miltank,Graveler,55.81,53.75,2.05,77
Pidgeotto,Minun,52.13,50.09,2.04,71
Slowbro,Wingull,52.13,50.09,2.04,78
Golbat,Pupitar,51.88,49.84,2.04,78
Gloom,Cubone,50.61,48.56,2.04,67
Magmar,Pupitar,56.31,54.28,2.03,65
Ninetales,Smeargle,53.4,51.36,2.03,97
Exeggutor,Phanpy,54.08,52.07,2.01,72
Graveler,Natu,51.2,49.2,2.01,66
Tentacruel,Natu,54.52,52.52,2.01,72
Electrike,Numel,50.09,48.08,2.0,68
Xatu,Sunkern,52.81,50.81,2.0,79
Donphan,Magikarp,51.91,49.91,2.0,74
Meganium,Numel,49.87,47.87,2.0,62
Dugtrio,Magikarp,48.84,46.85,1.99,83
Spearow,Larvitar,47.4,45.41,1.99,75
Girafarig,Ponyta,53.2,51.21,1.99,62
Magmar,Hoothoot,53.1,51.12,1.98,65
Slowbro,Cacnea,52.62,50.64,1.98,84
Staryu,Blaziken,53.8,51.83,1.97,60
Porygon2,Spearow,53.83,51.86,1.97,73
Camerupt,Minun,51.79,49.82,1.97,71
Tentacruel,Marill,51.47,49.5,1.97,69
Vibrava,Pikachu,53.32,51.36,1.97,70
Crobat,Hoothoot,53.31,51.34,1.97,83
Girafarig,Geodude,49.66,47.7,1.96,61
Ninetales,Mareep,51.17,49.2,1.96,70
Exploud,Chansey,52.87,50.91,1.96,88
Crobat,Marshtomp,52.26,50.31,1.95,86
Crobat,Raticate,54.65,52.7,1.95,63
Tentacruel,Zubat,50.51,48.56,1.95,70
Electrode,Tentacool,49.48,47.55,1.93,75
Cacturne,Golbat,56.21,54.28,1.93,81
Slowbro,Tentacool,51.39,49.45,1.93,72
Golduck,Wartortle,52.8,50.87,1.93,64
Lileep,Croconaw,52.06,50.13,1.93,90
Exeggutor,Wingull,50.42,48.5,1.92,82
Golduck,Raticate,52.18,50.25,1.92,64
Persian,Marill,52.31,50.39,1.92,74
Flaaffy,Marshtomp,50.72,48.81,1.91,84
Crobat,Zubat,52.23,50.32,1.91,79
Pidgeotto,Ivysaur,52.8,50.9,1.9,77
Electrike,Grovyle,53.59,51.69,1.9,87
Grovyle,Pupitar,50.6,48.7,1.9,74
Crobat,Combusken,53.67,51.79,1.88,79
Golduck,Oddish,49.75,47.87,1.88,70
Vaporeon,Eevee,52.42,50.55,1.87,80
Phanpy,Pikachu,46.84,44.97,1.87,68
Exeggutor,Trapinch,52.66,50.79,1.87,83
Slowbro,Marill,53.04,51.17,1.86,67
Electrode,Sunflora,53.13,51.27,1.86,53
Ninetales,Combusken,52.04,50.19,1.85,92
Blaziken,Minun,51.23,49.39,1.84,104
Gloom,Plusle,52.3,50.45,1.84,95
Magmar,Marshtomp,51.93,50.09,1.84,75
Pelipper,Phanpy,51.53,49.69,1.84,81
Electrike,Magby,50.15,48.32,1.83,73
Pidgeotto,Pikachu,49.36,47.53,1.83,61
Electrike,Vigoroth,51.27,49.45,1.82,64
Charmeleon,Smeargle,49.66,47.84,1.82,67
Lileep,Pidgeotto,55.07,53.26,1.81,83
Crobat,Tentacool,51.35,49.54,1.81,55
Lileep,Onix,50.78,48.97,1.81,59
Electrike,Wartortle,52.12,50.31,1.81,87
Blaziken,Phanpy,50.66,48.86,1.8,70
Charmeleon,Grovyle,51.36,49.56,1.8,71
Ninetales,Whismur,53.28,51.48,1.8,68
Girafarig,Golbat,53.32,51.52,1.8,57
Plusle,Quilava,49.68,47.89,1.79,65
Flaaffy,Sandshrew,53.1,51.31,1.79,73
Persian,Sandshrew,53.71,51.94,1.78,79
Swampert,Grovyle,51.23,49.45,1.78,74
Pelipper,Ponyta,53.24,51.47,1.77,76
Girafarig,Sunflora,50.71,48.94,1.77,72
Pidgeotto,Graveler,53.0,51.23,1.77,75
Spearow,Diglett,47.05,45.29,1.76,84
Magmar,Psyduck,52.39,50.63,1.76,60
Golduck,Spearow,53.84,52.09,1.75,75
Dugtrio,Zubat,50.44,48.69,1.75,71
Persian,Vigoroth,53.32,51.58,1.74,67
Blaziken,Magnemite,50.86,49.11,1.74,68
Ninetales,Pikachu,51.85,50.11,1.73,79
Gloom,Smeargle,50.29,48.58,1.72,72
Mantine,Blaziken,52.65,50.93,1.72,65
Gloom,Magnemite,51.32,49.61,1.72,91
Magmar,Tentacool,51.03,49.32,1.71,79
Loudred,Graveler,52.56,50.86,1.7,83
Pidgeotto,Onix,49.54,47.84,1.7,74
Flaaffy,Lileep,57.64,55.94,1.7,75
Mantine,Chansey,49.06,47.37,1.69,67
Miltank,Exeggcute,52.34,50.65,1.69,64
Tentacruel,Mareep,50.74,49.05,1.69,94
Plusle,Trapinch,48.5,46.82,1.68,60
Ninetales,Vigoroth,52.54,50.86,1.68,76
Electrode,Larvitar,51.05,49.38,1.67,83
Ivysaur,Spearow,50.8,49.12,1.67,83
Porygon2,Hoothoot,50.34,48.67,1.67,90
Pidgeotto,Quilava,51.02,49.35,1.67,71
Slowbro,Psyduck,52.43,50.77,1.66,72
Gloom,Camerupt,53.31,51.65,1.66,80
Magnemite,Quilava,48.69,47.03,1.66,65
Flaaffy,Cubone,53.11,51.45,1.66,69
Electrike,Phanpy,52.39,50.74,1.65,74
Loudred,Voltorb,48.99,47.34,1.65,72
Ninetales,Pidgey,51.54,49.89,1.65,57
Plusle,Smeargle,48.97,47.32,1.65,76
Electrike,Magnemite,52.64,50.99,1.65,78
Exeggutor,Tentacool,49.5,47.87,1.64,88
Mantine,Spearow,51.5,49.86,1.64,67
Lileep,Sandshrew,51.4,49.76,1.64,74
Pupitar,Trapinch,48.11,46.47,1.64,70
Jolteon,Magikarp,51.07,49.44,1.64,67
Jolteon,Marill,53.84,52.21,1.63,73
Grovyle,Spearow,50.37,48.73,1.63,70
Electrike,Sunkern,48.5,46.86,1.63,74
Persian,Voltorb,52.63,51.02,1.62,71
Golduck,Trapinch,51.64,50.02,1.62,77
Lileep,Pikachu,50.28,48.66,1.62,80
Staryu,Growlithe,53.39,51.78,1.61,69
Vibrava,Cubone,54.2,52.59,1.61,72
Tentacruel,Trapinch,52.31,50.7,1.6,73
Vaporeon,Pikachu,53.51,51.91,1.6,73
Golbat,Phanpy,50.69,49.09,1.6,74
Gloom,Exeggcute,49.5,47.91,1.59,72
Exploud,Vulpix,49.99,48.41,1.59,74
Flaaffy,Raticate,52.79,51.2,1.59,68
Crobat,Numel,52.67,51.09,1.58,86
Mantine,Smeargle,49.86,48.28,1.58,68
Crobat,Mareep,52.38,50.8,1.58,72
Growlithe,Geodude,48.68,47.1,1.58,72
Cacturne,Combusken,51.8,50.23,1.57,86
Blaziken,Onix,48.7,47.14,1.56,63
Slowbro,Marshtomp,51.78,50.23,1.56,80
Exploud,Raticate,53.12,51.55,1.56,81
Flaaffy,Psyduck,50.9,49.36,1.55,69
Golbat,Marill,48.16,46.61,1.55,77
Electrike,Sunflora,51.8,50.25,1.55,61
