Pokemon1,Pokemon2,Winrate_Together,Avg_Base_Winrate,Synergy_Delta,Sample_Size
Cubone,Slowpoke,49.05,48.3,0.75,35
Raticate,Marshtomp,48.12,47.38,0.74,41
Voltorb,Bayleef,48.1,47.36,0.73,48
Swampert,Rattata,52.92,52.2,0.73,36
Combusken,Phanpy,49.71,49.0,0.71,32
Raticate,Zubat,46.43,45.73,0.71,46
Spearow,Charmander,49.74,49.05,0.68,30
Plusle,Squirtle,50.96,50.27,0.68,29
Croconaw,Zubat,50.46,49.8,0.67,44
Hoothoot,Bayleef,49.53,48.88,0.65,38
Slugma,Cacnea,48.17,47.52,0.65,35
Charmeleon,Totodile,52.7,52.06,0.64,32
Combusken,Torchic,47.02,46.41,0.61,34
Ivysaur,Oddish,54.5,53.91,0.6,41
Exeggcute,Vulpix,45.58,44.98,0.6,49
Slugma,Tentacool,47.8,47.22,0.58,44
Croconaw,Tentacool,49.97,49.4,0.57,32
Magnemite,Pidgey,47.88,47.33,0.56,45
Elekid,Whismur,47.44,46.9,0.54,36
Plusle,Larvitar,52.04,51.5,0.54,36
Natu,Eevee,49.34,48.8,0.54,45
Minun,Squirtle,50.92,50.41,0.51,53
Onix,Slowpoke,45.62,45.12,0.5,34
Quilava,Cyndaquil,50.31,49.83,0.49,43
Smeargle,Whismur,47.7,47.21,0.49,27
Quilava,Chikorita,51.06,50.57,0.49,36
Porygon2,Larvitar,53.32,52.85,0.47,39
Elekid,Onix,47.03,46.56,0.46,34
Spearow,Cyndaquil,49.26,48.81,0.45,41
Grovyle,Whismur,53.87,53.44,0.43,40
Hoothoot,Diglett,47.94,47.55,0.39,38
Slugma,Diglett,48.99,48.6,0.39,34
Trapinch,Pikachu,47.12,46.74,0.38,38
Slugma,Sunkern,48.16,47.78,0.38,40
Cubone,Eevee,48.49,48.12,0.37,45
Cubone,Geodude,49.04,48.67,0.37,45
Wartortle,Cyndaquil,49.67,49.33,0.34,35
Spearow,Exeggcute,53.07,52.74,0.33,43
Blaziken,Wingull,55.14,54.82,0.32,37
Voltorb,Sandshrew,47.98,47.67,0.31,42
Porygon2,Charmander,51.66,51.36,0.3,42
Combusken,Meowth,47.94,47.64,0.29,45
Phanpy,Larvitar,44.81,44.55,0.26,50
Magnemite,Pikachu,48.32,48.08,0.24,35
Quilava,Porygon,51.54,51.3,0.24,31
Ivysaur,Cacnea,53.73,53.5,0.23,30
Loudred,Rattata,48.53,48.31,0.21,42
Combusken,Slowpoke,47.88,47.7,0.18,45
Plusle,Eevee,52.28,52.11,0.17,37
Spearow,Pidgey,51.04,50.87,0.17,39
Wartortle,Vulpix,51.55,51.41,0.15,34
Marill,Exeggcute,48.4,48.27,0.14,42
Sunflora,Combusken,52.36,52.23,0.13,30
Minun,Oddish,51.79,51.69,0.1,46
Hoothoot,Raticate,50.46,50.37,0.09,34
Natu,Smeargle,50.83,50.73,0.09,44
Diglett,Eevee,43.87,43.79,0.08,35
Raticate,Eevee,46.68,46.61,0.07,43
Quilava,Wingull,51.83,51.77,0.06,35
Smeargle,Exeggcute,47.26,47.2,0.06,42
Exeggcute,Phanpy,46.8,46.74,0.06,52
Sandshrew,Bayleef,46.89,46.86,0.03,32
Sunkern,Porygon,42.11,42.09,0.02,36
Croconaw,Cyndaquil,48.35,48.33,0.02,50
Voltorb,Elekid,47.55,47.55,-0.0,35
Magnemite,Mareep,47.42,47.43,-0.01,29
Grovyle,Geodude,52.39,52.39,-0.01,38
Sunflora,Psyduck,49.23,49.23,-0.01,47
Spearow,Squirtle,49.28,49.32,-0.04,31
Combusken,Voltorb,49.72,49.77,-0.05,50
Grovyle,Tentacool,50.52,50.57,-0.05,37
Combusken,Geodude,48.01,48.07,-0.06,42
Marill,Cyndaquil,44.26,44.33,-0.07,36
Croconaw,Mudkip,48.31,48.38,-0.07,44
Sunflora,Mareep,48.14,48.21,-0.07,37
Voltorb,Pikachu,46.31,46.4,-0.09,44
Slugma,Hoothoot,52.15,52.25,-0.1,40
Slugma,Geodude,48.94,49.04,-0.1,45
Loudred,Diglett,50.35,50.45,-0.1,44
Cubone,Trapinch,50.61,50.71,-0.1,32
Raticate,Onix,47.76,47.87,-0.11,39
Onix,Magby,45.82,45.93,-0.11,34
Phanpy,Vulpix,44.78,44.89,-0.11,40
Wartortle,Squirtle,49.73,49.84,-0.11,43
Geodude,Cacnea,43.09,43.26,-0.17,44
Minun,Slakoth,50.96,51.13,-0.17,37
Elekid,Charmander,43.02,43.2,-0.18,48
Marill,Onix,47.77,47.95,-0.18,42
Natu,Sunkern,47.87,48.09,-0.22,32
Plusle,Diglett,51.98,52.22,-0.24,40
Ponyta,Torchic,52.41,52.65,-0.24,38
Sunflora,Smeargle,50.09,50.33,-0.24,40
Onix,Meowth,44.83,45.06,-0.24,42
Minun,Voltorb,54.26,54.5,-0.24,47
Hoothoot,Vulpix,46.92,47.17,-0.25,43
Vigoroth,Geodude,48.43,48.7,-0.27,42
Slugma,Rattata,46.2,46.47,-0.27,34
Raticate,Sunkern,45.63,45.89,-0.27,43
Magnemite,Sandshrew,49.08,49.36,-0.28,38
Ponyta,Magikarp,48.21,48.5,-0.29,41
Spearow,Zubat,49.97,50.28,-0.31,45
Croconaw,Diglett,50.46,50.78,-0.32,57
Wartortle,Zubat,50.48,50.8,-0.32,42
Smeargle,Mareep,45.09,45.43,-0.34,42
Plusle,Vulpix,51.48,51.84,-0.37,28
Hoothoot,Oddish,46.5,46.88,-0.38,37
Hoothoot,Wingull,46.65,47.03,-0.38,41
Sunflora,Cyndaquil,45.66,46.05,-0.38,38
Vigoroth,Slowpoke,47.93,48.34,-0.41,47
Magnemite,Cacnea,46.22,46.64,-0.43,40
Plusle,Meowth,51.79,52.24,-0.45,47
Raticate,Magby,47.15,47.59,-0.45,36
Spearow,Wingull,50.3,50.75,-0.45,40
Voltorb,Oddish,44.91,45.37,-0.46,49
Wartortle,Charmander,49.1,49.58,-0.48,38
Loudred,Voltorb,52.1,52.59,-0.49,42
Croconaw,Oddish,49.62,50.12,-0.5,29
Cubone,Torchic,46.5,47.01,-0.51,43
Cubone,Wingull,47.19,47.71,-0.52,41
Wartortle,Torchic,50.04,50.56,-0.52,36
Raticate,Sandshrew,47.82,48.35,-0.53,42
Hoothoot,Onix,48.15,48.7,-0.55,31
Trapinch,Slowpoke,45.9,46.45,-0.55,32
Slugma,Numel,47.76,48.31,-0.55,37
Sandshrew,Elekid,46.5,47.05,-0.55,40
Onix,Zubat,43.5,44.06,-0.56,42
Vigoroth,Treecko,45.96,46.53,-0.57,43
Natu,Combusken,52.07,52.64,-0.57,42
Bayleef,Charmander,42.42,43.01,-0.59,46
Porygon2,Chikorita,51.27,51.86,-0.59,50
Natu,Vulpix,47.92,48.53,-0.6,41
Combusken,Chikorita,45.31,45.91,-0.6,37
Marill,Diglett,46.18,46.8,-0.62,33
Sunflora,Bayleef,49.2,49.83,-0.63,40
Croconaw,Treecko,48.4,49.05,-0.65,48
Diglett,Pidgey,42.82,43.5,-0.68,41
Magnemite,Elekid,48.56,49.24,-0.68,48
Sandshrew,Phanpy,46.21,46.91,-0.7,44
Hoothoot,Treecko,45.11,45.81,-0.71,43
Croconaw,Vulpix,49.68,50.4,-0.72,33
Vigoroth,Sunkern,46.72,47.45,-0.72,32
Magnemite,Larvitar,46.27,47.0,-0.73,40
Natu,Chansey,49.51,50.24,-0.73,35
Porygon2,Numel,52.55,53.28,-0.74,40
Magnemite,Oddish,46.31,47.05,-0.75,51
Loudred,Whismur,51.17,51.94,-0.76,34
Bayleef,Psyduck,45.19,45.95,-0.77,32
Natu,Marshtomp,48.79,49.57,-0.78,32
Plusle,Oddish,50.77,51.55,-0.78,34
Marill,Smeargle,47.83,48.62,-0.79,51
Cubone,Vulpix,47.05,47.84,-0.8,30
Quilava,Mudkip,49.06,49.88,-0.82,55
Marill,Elekid,47.48,48.31,-0.83,52
Sunflora,Treecko,45.92,46.77,-0.85,37
Vigoroth,Slakoth,46.17,47.03,-0.87,36
Combusken,Diglett,46.74,47.63,-0.89,39
Exeggcute,Onix,45.61,46.52,-0.91,37
Hoothoot,Psyduck,47.37,48.28,-0.91,37
Cubone,Phanpy,48.69,49.6,-0.91,35
Slugma,Pidgey,47.28,48.2,-0.92,39
Wartortle,Psyduck,51.57,52.52,-0.95,39
Sunflora,Zubat,46.56,47.52,-0.96,35
Minun,Mudkip,48.98,49.95,-0.97,40
Hoothoot,Slowpoke,46.64,47.62,-0.98,53
Quilava,Bulbasaur,49.25,50.25,-1.0,50
Spearow,Voltorb,52.41,53.41,-1.0,43
Mantine,Magikarp,47.23,48.25,-1.01,43
Trapinch,Pidgey,44.97,45.98,-1.01,37
Slugma,Wingull,47.05,48.08,-1.03,39
Sunflora,Geodude,47.92,48.95,-1.03,46
Vigoroth,Rattata,45.09,46.13,-1.04,49
Loudred,Totodile,46.75,47.78,-1.04,35
Plusle,Bulbasaur,49.15,50.19,-1.04,44
Vigoroth,Numel,46.92,47.98,-1.05,54
Elekid,Pikachu,44.73,45.77,-1.05,42
Onix,Wingull,43.47,44.53,-1.06,44
Vigoroth,Cyndaquil,44.74,45.8,-1.06,39
Vulpix,Sunkern,41.64,42.7,-1.06,31
Minun,Totodile,48.62,49.7,-1.07,43
Vigoroth,Magby,48.07,49.14,-1.08,41
Trapinch,Oddish,44.63,45.71,-1.08,31
Spearow,Mareep,49.9,50.98,-1.08,34
Exeggcute,Marshtomp,44.94,46.03,-1.09,38
Vigoroth,Chikorita,45.46,46.55,-1.09,46
Minun,Elekid,52.79,53.88,-1.09,38
Ponyta,Wingull,52.25,53.36,-1.1,37
Elekid,Psyduck,45.05,46.14,-1.1,42
Charmeleon,Larvitar,52.89,54.0,-1.11,35
Loudred,Phanpy,50.71,51.82,-1.11,31
Phanpy,Wingull,43.63,44.75,-1.12,35
Whismur,Marshtomp,44.92,46.05,-1.12,32
Magnemite,Diglett,46.61,47.72,-1.12,38
Cubone,Oddish,46.41,47.56,-1.15,50
Voltorb,Geodude,45.32,46.48,-1.16,37
Trapinch,Elekid,46.74,47.89,-1.16,40
Combusken,Bayleef,47.79,48.95,-1.17,38
Onix,Numel,43.59,44.76,-1.17,38
Elekid,Bayleef,45.56,46.74,-1.18,49
Elekid,Wingull,43.71,44.89,-1.19,31
Whismur,Magby,45.06,46.27,-1.2,40
Cubone,Chikorita,45.3,46.52,-1.22,32
Whismur,Diglett,44.17,45.38,-1.22,48
Hoothoot,Torchic,45.09,46.33,-1.23,52
Raticate,Phanpy,46.84,48.09,-1.24,34
Hoothoot,Magikarp,40.94,42.17,-1.24,39
Trapinch,Larvitar,44.4,45.66,-1.26,38
Wingull,Larvitar,41.39,42.66,-1.26,33
Spearow,Numel,49.71,50.98,-1.27,31
Pikachu,Wingull,42.47,43.74,-1.27,29
Phanpy,Psyduck,44.72,46.0,-1.28,32
Marill,Squirtle,43.57,44.84,-1.28,47
Marill,Whismur,47.0,48.28,-1.28,43
Vigoroth,Porygon,45.99,47.28,-1.29,42
Sandshrew,Pikachu,44.57,45.89,-1.32,43
Loudred,Chikorita,47.4,48.73,-1.33,39
Vigoroth,Whismur,48.41,49.75,-1.34,38
Plusle,Tentacool,49.49,50.84,-1.35,37
Loudred,Bayleef,50.42,51.77,-1.35,27
Hoothoot,Sandshrew,47.83,49.19,-1.35,32
Vigoroth,Eevee,46.79,48.16,-1.36,43
Sunflora,Marshtomp,47.81,49.16,-1.36,38
Magnemite,Smeargle,48.19,49.55,-1.36,31
Raticate,Exeggcute,46.81,48.19,-1.37,42
Wartortle,Chikorita,48.7,50.08,-1.38,39
Elekid,Meowth,44.05,45.43,-1.38,28
Wartortle,Diglett,50.4,51.79,-1.39,46
Croconaw,Slowpoke,49.46,50.86,-1.39,44
Marshtomp,Geodude,43.61,45.0,-1.39,46
Trapinch,Marshtomp,45.65,47.04,-1.39,43
Grovyle,Sunkern,49.73,51.13,-1.4,36
Porygon2,Rattata,50.04,51.44,-1.4,41
Croconaw,Chansey,50.71,52.12,-1.41,51
Trapinch,Exeggcute,46.44,47.85,-1.41,31
Sunflora,Porygon,46.1,47.52,-1.42,48
Voltorb,Larvitar,43.89,45.31,-1.43,48
Magnemite,Combusken,50.03,51.45,-1.43,41
Porygon2,Porygon,51.14,52.59,-1.44,54
Marill,Marshtomp,46.01,47.45,-1.44,31
Minun,Cyndaquil,48.45,49.9,-1.45,37
Natu,Magby,48.33,49.79,-1.46,39
Combusken,Numel,45.87,47.34,-1.47,39
Sandshrew,Treecko,42.32,43.8,-1.48,40
Magby,Meowth,43.29,44.8,-1.5,44
Chansey,Sunkern,42.9,44.41,-1.51,41
Wartortle,Mudkip,47.86,49.39,-1.52,40
Exeggcute,Diglett,43.85,45.37,-1.52,43
Slowpoke,Torchic,41.15,42.75,-1.6,41
Exeggcute,Bayleef,45.09,46.7,-1.61,27
Magnemite,Phanpy,47.48,49.09,-1.62,30
Porygon2,Cyndaquil,49.49,51.11,-1.63,36
Whismur,Exeggcute,45.2,46.86,-1.65,53
Marill,Magby,46.02,47.67,-1.66,46
Slugma,Magby,47.81,49.48,-1.67,35
Voltorb,Cyndaquil,41.9,43.58,-1.68,41
Marill,Torchic,43.89,45.57,-1.68,46
Marshtomp,Squirtle,40.92,42.61,-1.69,42
Quilava,Tentacool,49.2,50.9,-1.7,43
Psyduck,Torchic,41.71,43.41,-1.7,36
Cubone,Larvitar,45.77,47.51,-1.74,42
Cubone,Mareep,46.19,47.94,-1.75,34
Natu,Totodile,44.5,46.25,-1.75,40
Vigoroth,Diglett,46.52,48.27,-1.75,52
Combusken,Chansey,47.19,48.96,-1.77,52
Slugma,Vulpix,46.44,48.22,-1.77,34
Natu,Meowth,47.14,48.92,-1.79,54
Ponyta,Larvitar,51.36,53.15,-1.79,42
Bayleef,Treecko,41.67,43.49,-1.82,38
Onix,Porygon,42.24,44.06,-1.82,50
Hoothoot,Eevee,45.62,47.44,-1.82,44
Trapinch,Squirtle,42.6,44.43,-1.83,49
Vigoroth,Bulbasaur,44.39,46.23,-1.84,41
Chansey,Numel,43.09,44.94,-1.85,35
Sandshrew,Chikorita,41.97,43.82,-1.85,39
Plusle,Cyndaquil,47.89,49.77,-1.87,37
Voltorb,Mareep,43.87,45.75,-1.88,49
Marill,Meowth,44.92,46.81,-1.89,43
Combusken,Slakoth,44.5,46.4,-1.9,40
Magby,Geodude,43.32,45.22,-1.9,34
Slugma,Exeggcute,48.17,50.07,-1.9,45
Bayleef,Oddish,42.64,44.55,-1.92,27
Cubone,Treecko,44.57,46.5,-1.92,42
Minun,Tentacool,49.04,50.98,-1.93,46
Magby,Psyduck,43.58,45.51,-1.93,47
Sunflora,Pikachu,46.93,48.86,-1.94,35
Phanpy,Marshtomp,43.97,45.93,-1.96,45
Natu,Oddish,46.28,48.24,-1.96,35
Combusken,Whismur,47.16,49.11,-1.96,37
Marill,Geodude,45.25,47.23,-1.98,46
Natu,Hoothoot,50.56,52.56,-2.0,54
Magby,Larvitar,42.06,44.05,-2.0,53
Bayleef,Slowpoke,43.29,45.3,-2.01,36
Marill,Mareep,44.48,46.5,-2.02,47
Raticate,Chansey,46.01,48.05,-2.03,39
Slugma,Chikorita,44.85,46.88,-2.04,33
Cubone,Sunkern,45.36,47.41,-2.05,46
Marill,Mudkip,42.32,44.39,-2.07,33
Sunkern,Torchic,39.77,41.86,-2.09,25
Slugma,Zubat,45.51,47.61,-2.1,37
Magnemite,Whismur,47.1,49.21,-2.11,45
Phanpy,Chansey,44.49,46.6,-2.11,45
Combusken,Cacnea,44.42,46.55,-2.12,40
Bayleef,Torchic,41.88,44.0,-2.12,30
Bayleef,Squirtle,41.14,43.27,-2.14,33
Hoothoot,Mareep,45.12,47.26,-2.14,37
Combusken,Marill,48.35,50.52,-2.17,41
Meowth,Pidgey,41.33,43.52,-2.19,41
Croconaw,Squirtle,46.63,48.84,-2.2,40
Phanpy,Squirtle,41.12,43.32,-2.2,40
Magnemite,Eevee,45.39,47.61,-2.22,36
Chansey,Slakoth,41.78,44.0,-2.22,44
Onix,Larvitar,42.1,44.33,-2.23,41
Combusken,Porygon,44.41,46.64,-2.23,40
Sunflora,Diglett,46.27,48.5,-2.24,43
Slugma,Voltorb,48.49,50.74,-2.25,44
Vigoroth,Tentacool,44.62,46.88,-2.26,43
Sandshrew,Bulbasaur,41.21,43.5,-2.28,38
Trapinch,Cacnea,43.01,45.3,-2.29,38
Chansey,Rattata,40.79,43.09,-2.3,51
Sandshrew,Psyduck,43.94,46.27,-2.33,46
Natu,Exeggcute,48.02,50.38,-2.36,42
Eevee,Slakoth,40.19,42.56,-2.37,56
Oddish,Squirtle,38.91,41.28,-2.37,36
Marshtomp,Slowpoke,42.25,44.63,-2.38,28
Marshtomp,Pikachu,42.54,44.92,-2.38,53
Voltorb,Magby,44.54,46.92,-2.38,41
Exeggcute,Geodude,43.42,45.81,-2.39,52
Bayleef,Meowth,42.85,45.24,-2.39,46
Hoothoot,Slakoth,43.93,46.32,-2.39,35
Elekid,Phanpy,44.39,46.78,-2.39,42
Meowth,Bulbasaur,39.47,41.88,-2.4,46
Trapinch,Whismur,45.46,47.86,-2.4,31
Trapinch,Magby,44.86,47.26,-2.4,31
Voltorb,Sunkern,42.81,45.22,-2.41,42
Hoothoot,Meowth,45.14,47.56,-2.43,33
Exeggcute,Eevee,42.83,45.26,-2.43,45
Sunflora,Oddish,45.38,47.84,-2.45,38
Combusken,Elekid,46.7,49.14,-2.45,47
Pidgey,Larvitar,40.32,42.78,-2.45,34
Magby,Eevee,42.22,44.67,-2.45,38
Plusle,Rattata,47.64,50.09,-2.45,40
Voltorb,Tentacool,42.17,44.66,-2.48,51
Porygon2,Bulbasaur,49.03,51.53,-2.5,44
Vulpix,Squirtle,39.04,41.56,-2.52,41
Sandshrew,Exeggcute,44.47,47.01,-2.53,41
Chansey,Chikorita,40.99,43.52,-2.53,40
Porygon2,Magikarp,45.67,48.2,-2.53,35
Minun,Torchic,48.6,51.14,-2.54,39
Vigoroth,Oddish,45.05,47.59,-2.54,40
Psyduck,Eevee,41.97,44.52,-2.55,37
Whismur,Wingull,42.3,44.86,-2.57,34
Hoothoot,Squirtle,43.02,45.6,-2.58,35
Psyduck,Mudkip,39.64,42.23,-2.59,33
Trapinch,Bayleef,45.11,47.7,-2.59,41
Slugma,Marshtomp,46.66,49.26,-2.6,37
Sunflora,Charmander,43.69,46.29,-2.6,41
Hoothoot,Pikachu,45.3,47.91,-2.61,35
Combusken,Marshtomp,45.67,48.29,-2.62,37
Cubone,Slakoth,44.38,47.0,-2.62,32
Phanpy,Rattata,40.51,43.14,-2.63,39
Sunflora,Bulbasaur,43.83,46.47,-2.63,48
Magnemite,Treecko,43.35,45.99,-2.64,37
Marill,Slowpoke,44.22,46.86,-2.64,43
Exeggcute,Mareep,42.42,45.08,-2.65,37
Trapinch,Sunkern,42.91,45.56,-2.65,32
Bayleef,Sunkern,41.75,44.41,-2.66,42
Diglett,Oddish,40.56,43.23,-2.67,36
Phanpy,Eevee,42.47,45.16,-2.69,54
Vigoroth,Zubat,44.58,47.28,-2.69,35
Smeargle,Chansey,44.37,47.05,-2.69,52
Smeargle,Larvitar,42.31,45.0,-2.69,36
Marill,Raticate,46.9,49.61,-2.71,33
Voltorb,Exeggcute,44.78,47.51,-2.73,24
Bayleef,Marshtomp,43.13,45.88,-2.75,46
Trapinch,Vulpix,43.24,46.0,-2.75,33
Whismur,Pikachu,42.99,45.74,-2.76,34
Minun,Larvitar,48.87,51.64,-2.76,55
Loudred,Tentacool,46.31,49.06,-2.76,39
Marill,Phanpy,45.4,48.16,-2.77,45
Diglett,Mareep,40.82,43.61,-2.78,43
Whismur,Porygon,41.61,44.39,-2.78,36
Mareep,Squirtle,38.86,41.66,-2.79,33
Mareep,Torchic,39.59,42.38,-2.79,30
Raticate,Geodude,44.37,47.16,-2.79,43
Geodude,Meowth,41.56,44.36,-2.8,46
Eevee,Wingull,40.47,43.27,-2.8,30
Loudred,Squirtle,45.68,48.5,-2.82,35
Wartortle,Magikarp,43.57,46.41,-2.84,37
Marill,Psyduck,44.68,47.52,-2.85,51
Hoothoot,Tentacool,43.31,46.17,-2.86,42
Exeggcute,Cacnea,41.43,44.29,-2.86,28
Voltorb,Torchic,41.93,44.81,-2.88,31
Magnemite,Sunkern,44.02,46.91,-2.88,33
Psyduck,Zubat,40.75,43.64,-2.89,38
Bayleef,Numel,42.03,44.94,-2.9,40
Bayleef,Onix,43.47,46.38,-2.9,47
Sunflora,Eevee,45.49,48.39,-2.9,54
Pikachu,Numel,41.07,43.97,-2.9,50
Cubone,Zubat,44.34,47.24,-2.9,38
Combusken,Tentacool,43.33,46.25,-2.92,38
Raticate,Tentacool,42.4,45.33,-2.93,47
Exeggcute,Psyduck,43.15,46.1,-2.95,34
Slugma,Treecko,43.9,46.86,-2.97,41
Croconaw,Magikarp,42.44,45.41,-2.97,41
Voltorb,Zubat,42.05,45.05,-3.0,50
Slowpoke,Meowth,40.98,43.98,-3.01,51
Natu,Voltorb,48.03,51.05,-3.02,42
Wartortle,Slowpoke,48.83,51.86,-3.03,37
Natu,Wingull,45.36,48.39,-3.03,37
Sandshrew,Marshtomp,43.15,46.2,-3.04,37
Phanpy,Meowth,42.23,45.28,-3.05,40
Mantine,Bulbasaur,48.52,51.58,-3.06,43
Elekid,Eevee,42.24,45.3,-3.07,44
Geodude,Zubat,40.28,43.35,-3.07,48
Sandshrew,Onix,43.62,46.69,-3.07,45
Whismur,Numel,42.01,45.09,-3.09,44
Whismur,Slakoth,41.06,44.16,-3.09,46
Spearow,Totodile,45.51,48.61,-3.09,45
Psyduck,Geodude,41.98,45.07,-3.09,41
Loudred,Slakoth,46.12,49.22,-3.1,24
Chansey,Meowth,42.13,45.25,-3.11,38
Phanpy,Magby,43.04,46.15,-3.11,56
Loudred,Porygon,46.35,49.46,-3.11,36
Chansey,Mareep,41.82,44.94,-3.12,43
Whismur,Oddish,41.59,44.72,-3.12,37
Combusken,Sandshrew,46.15,49.27,-3.12,29
Marill,Zubat,42.68,45.8,-3.13,32
Chansey,Pidgey,41.69,44.83,-3.14,40
Phanpy,Charmander,39.89,43.05,-3.17,39
Whismur,Chansey,43.55,46.72,-3.17,34
Cubone,Whismur,46.53,49.72,-3.18,35
Combusken,Charmander,42.23,45.41,-3.19,37
Eevee,Totodile,37.9,41.12,-3.23,34
Slugma,Mareep,45.06,48.3,-3.24,36
Marill,Numel,43.26,46.5,-3.24,35
Spearow,Rattata,45.87,49.14,-3.26,34
Magnemite,Totodile,41.8,45.06,-3.26,24
Smeargle,Magby,43.34,46.6,-3.27,37
Raticate,Whismur,44.92,48.2,-3.28,43
Marill,Pidgey,43.11,46.39,-3.28,46
Vigoroth,Vulpix,44.59,47.88,-3.29,47
Wingull,Cacnea,39.01,42.3,-3.29,39
Zubat,Mudkip,37.21,40.51,-3.3,42
Voltorb,Pidgey,42.34,45.64,-3.3,46
Onix,Psyduck,42.47,45.78,-3.31,43
Cubone,Charmander,42.7,46.02,-3.31,32
Oddish,Larvitar,39.16,42.51,-3.34,47
Vulpix,Oddish,39.51,42.84,-3.34,32
Sunflora,Meowth,45.17,48.52,-3.35,41
Torchic,Mudkip,36.91,40.27,-3.36,35
Sandshrew,Eevee,42.06,45.42,-3.36,32
Natu,Treecko,43.81,47.17,-3.36,46
Trapinch,Geodude,43.45,46.82,-3.37,42
Larvitar,Porygon,38.8,42.19,-3.38,43
Smeargle,Charmander,40.12,43.51,-3.38,32
Raticate,Psyduck,44.04,47.45,-3.4,40
Marshtomp,Oddish,40.49,43.89,-3.4,42
Marill,Chansey,44.72,48.12,-3.41,46
Hoothoot,Geodude,44.54,47.99,-3.44,40
Whismur,Sunkern,41.12,44.56,-3.45,31
Slowpoke,Porygon,39.51,42.98,-3.47,38
Pikachu,Slakoth,39.56,43.03,-3.47,39
Chansey,Marshtomp,42.4,45.89,-3.49,45
Magby,Pikachu,41.63,45.14,-3.51,62
Natu,Torchic,44.18,47.69,-3.51,39
Slugma,Psyduck,45.8,49.33,-3.53,31
Natu,Magikarp,40.0,43.53,-3.54,46
Exeggcute,Charmander,39.61,43.16,-3.55,32
Phanpy,Slowpoke,41.78,45.34,-3.56,51
Magnemite,Chikorita,42.45,46.01,-3.56,55
Onix,Rattata,39.36,42.92,-3.56,45
Smeargle,Pidgey,41.74,45.33,-3.58,38
Psyduck,Sunkern,40.22,43.81,-3.59,49
Elekid,Oddish,41.15,44.75,-3.59,45
Raticate,Mareep,42.82,46.42,-3.6,43
Trapinch,Sandshrew,44.4,48.02,-3.62,38
Loudred,Meowth,46.85,50.47,-3.62,49
Meowth,Slakoth,39.03,42.69,-3.65,38
Exeggcute,Tentacool,40.33,43.98,-3.65,46
Loudred,Wingull,46.28,49.93,-3.65,37
Trapinch,Mareep,42.43,46.09,-3.66,37
Cubone,Cacnea,43.49,47.15,-3.66,46
Elekid,Mudkip,39.34,43.01,-3.67,41
Croconaw,Voltorb,49.25,52.92,-3.67,48
Plusle,Slakoth,47.32,50.99,-3.68,39
Raticate,Porygon,42.04,45.73,-3.68,32
Vigoroth,Pikachu,44.94,48.62,-3.68,45
Voltorb,Vulpix,41.95,45.66,-3.7,40
Geodude,Cyndaquil,38.18,41.88,-3.7,46
Trapinch,Smeargle,44.51,48.2,-3.7,38
Elekid,Chansey,43.05,46.75,-3.7,45
Bayleef,Cacnea,40.44,44.14,-3.71,43
Marill,Tentacool,41.7,45.41,-3.71,41
Larvitar,Zubat,38.48,42.19,-3.71,29
Diglett,Slakoth,38.96,42.67,-3.71,43
Cubone,Rattata,42.38,46.09,-3.72,31
Onix,Totodile,38.67,42.39,-3.72,43
Diglett,Torchic,38.95,42.67,-3.73,46
Voltorb,Meowth,42.33,46.05,-3.73,44
Loudred,Zubat,45.72,49.46,-3.74,41
Larvitar,Chikorita,37.68,41.46,-3.78,45
Voltorb,Wingull,41.74,45.52,-3.78,39
Geodude,Oddish,39.88,43.67,-3.79,47
Hoothoot,Cacnea,42.66,46.47,-3.81,31
Raticate,Trapinch,45.39,49.2,-3.81,44
Exeggcute,Chikorita,39.83,43.66,-3.82,43
Voltorb,Slakoth,40.99,44.81,-3.82,45
Trapinch,Totodile,39.87,43.72,-3.85,41
Slugma,Bulbasaur,42.71,46.56,-3.85,47
Hoothoot,Chikorita,41.99,45.84,-3.85,28
Psyduck,Meowth,40.78,44.64,-3.86,41
Raticate,Rattata,40.72,44.58,-3.86,38
Phanpy,Pidgey,41.0,44.87,-3.87,41
Sunflora,Slakoth,43.4,47.27,-3.88,40
Geodude,Slowpoke,40.53,44.41,-3.88,40
Trapinch,Diglett,42.5,46.38,-3.88,35
Phanpy,Pikachu,41.74,45.63,-3.89,43
Exeggcute,Squirtle,39.53,43.42,-3.89,40
Onix,Oddish,40.48,44.38,-3.9,39
Geodude,Pikachu,40.8,44.7,-3.9,46
Meowth,Vulpix,39.62,43.53,-3.91,36
Geodude,Pidgey,40.03,43.94,-3.91,24
Bayleef,Vulpix,40.93,44.84,-3.91,39
Magnemite,Psyduck,44.54,48.45,-3.92,40
Trapinch,Cyndaquil,39.99,43.92,-3.93,35
Trapinch,Magikarp,37.06,41.0,-3.94,45
Smeargle,Psyduck,42.49,46.45,-3.97,50
Combusken,Mudkip,41.26,45.23,-3.97,50
Combusken,Pikachu,44.0,47.99,-3.99,38
Hoothoot,Exeggcute,44.99,49.02,-4.03,41
Sandshrew,Rattata,39.37,43.4,-4.03,50
Sunflora,Onix,45.6,49.66,-4.05,33
Marshtomp,Porygon,39.51,43.57,-4.06,30
Natu,Mareep,44.55,48.62,-4.06,32
Sunflora,Squirtle,42.49,46.55,-4.06,36
Trapinch,Psyduck,43.04,47.11,-4.07,32
